,lyrics,class
77,护花是我的使命 骗过许多的少女,2.2
78,对你说声对不起 要怪 怪这短暂的生命,2.2
79,我想和你去海滩 看心急如焚的鲨鱼,2.2
80,去逛逛街头灯火阑珊 再和你去吃路边摊,2.2
81,都怪我趁虚而入 让画风格格不入,2.2
82,从南到北的路 你给了我最后归宿,2.2
83,当我知道以后陪我不是你,2.2
89,让心休假也不收下你,2.2
90,我可以彻夜不归交我想交的朋友,2.2
91,把你相框移开摆满我最爱喝的红酒,2.2
92,在家里开趴night till the morning,2.2
93,讲真的没有你生活也不会boring,2.2
94,我再也不会优柔寡断处理关系若即若离,2.2
95,让你成为我人生满分答卷的一道错题,2.2
96,自从你走以后,2.2
97,还赖着不肯离开的回忆gets old,2.2
98,我只在乎我自己过的开心与否,2.2
99,与酒与你都无关,2.2
100,没有遗憾 我总得向前走,2.2
101,这故事中有一段 是你和我联手,2.2
102,因为太繁华的夜晚让你整晚都无法入眠,2.2
103,你不想昙花一现就和梦境说再见,2.2
373,只是我遗憾 没划上完美的句号,2.2
374,学着慢慢习惯 时间会贴出预告,2.2
375,走过下一段 可能或许还会遇到,2.2
376,自己都嫉妒我们 是多般配,2.2
377,一直记住你走的 赤裸干脆,2.2
378,拿着你的照片亲吻忘记你的心狠 眼神冰冷,2.2
379,恍然大悟原来是在自我安慰,2.2
380,我们的距离变的 那么远,2.2
381,摔破的镜子到底 怎么圆,2.2
382,如果开头就是 错的,2.2
383,命中注定的 过客,2.2
384,如果能拥有马良神笔改变结局的作者,2.2
385,篡改故事结尾 抛下闭嘴不挽留的弱者,2.2
386,放下自私互相给予不一味的等待获得,2.2
387,选择机票换个城市却不知道去哪躲,2.2
388,你和我的回忆放在心底套上密码锁,2.2
389,时间不多清楚很快可能又要离开这,2.2
390,放下仇恨的心里衷心的希望你快乐,2.2
391,收到一条简讯 这一次不去无视你,2.2
392,算不算新的险境 我旁边睡的不是你,2.2
393,你的技巧又有几人会 诱惑我智力与纯粹,2.2
394,谈到了对方时的笑容也已成泪,2.2
906,你的姐妹一直Talk about me,2.2
907,不知道我表情中的含义如此亲密,2.2
908,说我坏至少没有心机耍雕虫小技,2.2
909,当你映入我眼天空变成蓝色,2.2
910,这是我们炽热的时候让你不再苦涩,2.2
911,所有我都愿意为你不会吝啬,2.2
912,在你未来字典只剩快乐 baby I Roll Up.,2.2
913,还记得那天 你离开的画面,2.2
914,转身之后开始了无尽的挂念,2.2
915,那是个充满希望而又伤感的夏天,2.2
916,你陪伴在我身边已整整十八年,2.2
917,忍不住留下眼泪却怕被对方发现,2.2
918,望着你远去的背影我舍不得眨眼,2.2
919,你只不过是站在了车窗的那边,2.2
920,但我感觉我们之间相隔了那么远,2.2
921,你也曾像那些美丽的女孩一样年轻着,2.2
922,爱上了一个男孩你愿为他付出全心了,2.2
923,原来爱和奉献是不需要任何原因的,2.2
924,再也回不到从前就像列车一直前进着,2.2
925,这世界上也许我是最渺小的那一个,2.2
926,后到来是你生命中最幸福的那一个,2.2
927,我知道你的心一直在呼唤着我回家,2.2
928,在那些想你的夜我也不停潸然泪下,2.2
929,人们有时总有一些未知的意识,2.2
930,这种意识悄然无声的毁了他们的一世,2.2
931,那个亲爱的突然走了甚至没有留下一字,2.2
932,就像风悄悄吹过的在那飘扬着的旗帜,2.2
933,对不起这个战场我不是合格的骑士,2.2
934,没有为亲爱的你展示男人的气质,2.2
935,为什么你要不知不知悄悄的去世,2.2
936,从此爱的世界慢慢走向下滑的趋势,2.2
937,每个夜里回想着我们的一幕幕趣事,2.2
938,前一秒的微笑换来了下一秒的泪流不止,2.2
1088,谢谢21 我看清太多的你,2.2
1089,谢谢21 我承认是我爱过了你,2.2
1090,谢谢21 我知道有人恨透了你,2.2
1091,马上22 你的离开也变的合理,2.2
1092,谢谢21 是我看清了太多的你,2.2
