,lyrics,class
40,下次遇到你会是第几个月的星期几,0.0
41,我不会像曾经一样为别人而脱衣,0.0
42,我丢失了棉被,0.0
43,能换回几个枕头,0.0
44,就算荣华富贵,0.0
45,也没法隔夜仇,0.0
46,感谢用心教育深刻教训 让我完全蜕变,0.0
47,没法睡 not on the track,0.0
48,害怕没人能满足你想要的滋味,0.0
49,何况你心那么脆,0.0
50,那位枪手目标定格了 两点一线,0.0
51,有些话在说出口之前需要面对面,0.0
52,时间改正我的善变面对你不是演员,0.0
61,我只想笑着 把生活当做一场游戏,0.0
62,下次遇到你会是第几个月的星期几,0.0
63,我不会像曾经一样为别人而脱衣,0.0
64,我丢失了棉被,0.0
65,能换回几个枕头,0.0
66,就算荣华富贵,0.0
67,也没法隔夜仇,0.0
84,我只想笑着 把生活当做一场游戏,0.0
85,下次遇到你会是第几个月的星期几,0.0
86,我不会像曾经一样为别人而脱衣,0.0
87,我丢失了棉被,0.0
88,无能为力,0.0
471,yeah 有没有想过,0.0
472,如果一切可以重来 你的选择 会是什么,0.0
473,你眼前看一到切 的已经不可能 再 回 头,0.0
474,不要怀疑 接下来就是我想说的 你们听着,0.0
475,每天新闻都在播 每条街都有人说,0.0
476,2012真的来了你到底有没有想过,0.0
477,突然降临大火 一切在火中埋没,0.0
478,这是位于哪里的地震报到,0.0
479,那是一帮失去家的孩子的惊声尖叫,0.0
480,每当我看到这个景象 我内心纠结沮丧,0.0
481,我愤怒地举起双手想要和上天对抗,0.0
482,如果在这个世界只剩下最后的一秒,0.0
483,你会选择逃跑 还是要选择洗好你的脖子,0.0
484,等待中每一刻 时间它被切割,0.0
485,残酷地推着我 慢慢地走过,0.0
486,我们活在恐吓 过程中的折磨,0.0
487,我想你告诉我 要怎么活,0.0
488,上帝给我打了一通电话 建议我们别再自说自话,0.0
489,我说谢谢你的好意 但根本就不会有人理你,0.0
490,我们只想要自己顾着自己放纵自己的私欲,0.0
491,难道就没人听得出 其实它们都在哭,0.0
492,我真的不想认输 承认我们无助,0.0
493,还相信 没关系 上天会给我勇气,0.0
494,海啸还有风暴 魔鬼在向你拥抱,0.0
495,见到了棺材以后你才知道 泪水的味道,0.0
496,最后的祈祷 在2012的最后一秒,0.0
497,等待中每一刻 时间它被切割,0.0
498,残酷地推着我 慢慢地走过,0.0
690,你曾说我没骨气,0.0
691,现在我一直在努力,0.0
692,每一步都嵌入土地,0.0
693,用麦克风当做武器,0.0
694,但生活并不如意,0.0
695,大概我没学会独立,0.0
696,分手就像是个伏笔,0.0
697,我成为自己的奴隶,0.0
698,我知道我是大坏蛋,0.0
699,一起憧憬的图是我画太烂,0.0
700,当你挽着另一个人 呆在另一个门 接着另一个吻,0.0
701,大概我没他耐看,0.0
