,lyrics,class
141,伤口不会消除,10.3
142,它只会更深,10.3
143,但微笑可以保持,10.3
144,比曾经更真,10.3
145,你是否感觉到寒冷 他们都对你残忍,10.3
146,都是凡人 得不到上帝的蓝本,10.3
147,总有人觉得自己是完人落入凡尘,10.3
148,把你当传人 传教你怎么走出寒门,10.3
149,你可以说你从来不为得到谁的认可,10.3
150,但从来不是你自己来区分败者胜者,10.3
151,真的认了 不会再费力呼喊 这英雄孤胆,10.3
152,布满 陷阱要过该怎么铺满,10.3
153,手指手势 都在仇视丑事 无论投资投食 ok goes both,10.3
154,都有深度 都深入 撑住利益的分布,10.3
155,我经历太早但我精力太好,10.3
156,我心地太好但不轻易败倒,10.3
1567,看不透你的过往 你的嘴里都是过场,10.3
1568,想对你演技赞赏 原谅我不懂得夸奖,10.3
1569,你是我最珍贵秘密 是我活着的意义,10.3
1570,给我未曾有的细腻却毁掉我所有的希冀,10.3
1571,你是我最重要记忆也是生命的唯一,10.3
1572,留下抹不掉的字迹在我世界销声匿迹,10.3
1573,你该停止你虚伪的表演,10.3
1574,我继续活的暗淡你继续耀眼,10.3
1575,但别在奢求我对你露出笑脸,10.3
1576,我不想整天活在梦里头,10.3
1852,盼着真心换真心,10.3
1853,可聪明人说我半根筋,10.3
1854,这世界哪有绝对的好意,10.3
1855,他的邪恶是画外音,10.3
1856,别假装了解我的生活,10.3
1857,我们没有交涉,10.3
1858,你这种人我怎么可能交过,10.3
3740,我抽烟抽得我的肺都黑了,10.3
3741,就像整个社会被人心笼罩着 它也是黑的,10.3
3742,我背着宿命的十字架,10.3
3743,我想这大概就是human nature,10.3
3744,佛家说 烦恼即是菩提 我暂且不提,10.3
3745,我倒是希望能够回到母体,10.3
3746,老妈对不起 我时常把你气得跺脚,10.3
3747,你说你后悔当初没有堕胎把我堕掉,10.3
3748,每当我放学回家 放下那沉重的背包,10.3
3749,家里空无一人 只残留着你香水的味道,10.3
3750,那时我知道 你那天晚上又要加班,10.3
3751,我打开冰箱 拿出微波炉食品当晚餐,10.3
3752,老爸在凌晨两点钟醉醺醺地回家,10.3
3753,我从睡梦中醒来 只听到你们在吵架,10.3
3754,我没有办法专心面对第二天的考试,10.3
3755,老师他不喜欢我 我也不喜欢老师,10.3
3756,我讨厌穿制服 我讨厌学校的制度,10.3
