,lyrics,class
104,自信是你的行李,3.1
105,让你定义概念,3.1
106,你从未放弃,3.1
107,在每个难眠的夜,3.1
108,你还在途中,3.1
109,但现在你不再孤单,3.1
110,你需要FRESH TAPE,3.1
111,陪伴你整个夜晚,3.1
112,红黄绿三种颜色,3.1
113,你知道什么是代表前进,3.1
114,竭尽你所能重生在这绝境,3.1
115,就是我存在的证据,3.1
116,有你们在我飞行脱离重力,3.1
117,这首歌给我兄弟,3.1
118,要重情重义,3.1
119,终于可以在这给你动力,3.1
120,黎明的黑暗,3.1
121,让你觉得孤单,3.1
122,黑暗的一切,3.1
123,让自信生灵涂炭,3.1
124,我还在唱,3.1
125,我想我也可以更棒,3.1
126,就算是没人在听我也可以配唱,3.1
127,如果在生命开始时让我再次选择,3.1
5613,耳机里放着录的DEMO,3.1
5614,怎么达到新轮level,3.1
5615,我也想唱,3.1
5616,渴望有听我心声的bro,3.1
5617,能共度患难的bro,3.1
5618,能为我分担的bro,3.1
5650,所有来自 020 的兄弟给我stand up,3.1
5651,不会在那巴士站干等着那部电车,3.1
5652,直接走到那里去 020这是020,3.1
5653,Hopped out 我的 Porshe,3.1
5654,手里拿着我的果汁,3.1
5655,懒的理你那些琐事,3.1
5656,020 这是020,3.1
5657,我们生活的这个地方没有gangsta,3.1
5658,但这里的Hustler 多的数不清,3.1
5659,所以我还有一些兄弟来自东北,3.1
5660,开的都是峰会 吃着葫芦冰,3.1
5661,我除了拜神 不会跪底 上柱香,3.1
5662,Started from the bottom 以前垫底,3.1
5663,你的 Supreme 都是假的 x2,3.1
5664,哈哈哈...,3.1
5665,一不留神你就 Get 不到,3.1
5666,我的演出人满的像香港 shopping mall 的 sasa,3.1
5667,以前哥们还喜欢听阿Sa,3.1
5668,呵呵呵,3.1
5669,不要笑,3.1
5670,所有来自 020 的兄弟给我stand up,3.1
5671,不会在那巴士站干等着那部电车,3.1
5672,直接走到那里去 020这是020,3.1
5673,Hopped out 我的 Porshe,3.1
5674,懒得理那些破事,3.1
5675,手里拿着我的果汁,3.1
5676,020 这是020,3.1
5677,你的 Supreme 都是假的 x6,3.1
6816,有点晕 有点呛 我的心 变得烫,3.1
6817,我的音 浪太壮 但从不高高在上,3.1
6818,别叫我亲爱的胖 b u just feeling this song,3.1
6819,那就再等一等 忍一忍 稳一稳,3.1
6820,为了 兄弟们 兄弟们 兄弟们,3.1
6821,那就再等一等 忍一忍 稳一稳,3.1
6822,为了 兄弟们 兄弟们 兄弟们,3.1
6823,要知行合一 不想去争名夺利,3.1
6824,我和我的伙计 一直保持着火力 U See,3.1
6825,我不拢缺的边 不懂你的缺,3.1
6826,此处不留爷 别处混出爷自己的天,3.1
6827,只羡自由不羡仙 必须要潇洒人世间,3.1
6837,在流着汗的兄弟 在咬着牙的兄弟,3.1
6838,我街上的兄弟 还在点着烟的兄弟,3.1
6839,甚至打过架的兄弟 被指着骂的兄弟,3.1
6840,要保护我的兄弟 为你绝不保持中立 Bro,3.1
6841,没时间陪honey逛街 baby我要录新唱片,3.1
6842,从地下一飞冲上天 ay ay ay,3.1
6843,就算我抽中上上签 也不能全指望上天,3.1
6844,成功得靠自己创编 way way way up,3.1
6845,我的队 绝对会 是最到位的配备,3.1
6846,谁接我的位 谁是我的妹,3.1
6847,谁和谁会 让假装高贵的退位,3.1
6848,一个巴掌拍 拍不响 成群结党,3.1
6849,不管聚或散 和兄弟逐个击掌,3.1
6850,到处飞 高铁或机场,3.1
6851,什么风流倜傥都不如男子汉的气场,3.1
6852,哥们淡泊名利 但是也活的像样,3.1
6853,Fly high till i die 天天向上,3.1
6854,别一瓶不满 还在那半瓶晃荡,3.1
6855,天生野孩子王 要干掉王侯将相,3.1
6856,所以肩上的担子 一起扛,3.1
6857,兄弟们上来 帮你忙,3.1
6858,做给想听的兄弟,3.1
6859,奖金和尊敬全拿到我们再一起狂,3.1
6860,所以肩上的担子一起扛,3.1
6861,兄弟们上来 帮你忙,3.1
6862,做给想听的兄弟,3.1
6863,奖金和尊敬全拿到我们再一起狂,3.1
6864,在流着汗的兄弟 在咬着牙的兄弟,3.1
6865,我街上的兄弟 还在点着烟的兄弟,3.1
6866,甚至打过架的兄弟 被指着骂的兄弟,3.1
6867,要保护我的兄弟 为你绝不保持中立 Bro,3.1
7451,想出类拔萃 直到夜不能寐,3.1
7452,为了千杯不倒 先得千杯不醉,3.1
7453,不管对或不对 要我谦卑不会,3.1
7454,这般如痴如醉 谁能帮我赎罪,3.1
7455,人生得意需尽欢,3.1
7456,莫使金樽空对月,3.1
7457,举杯独饮会心酸,3.1
7458,兄弟就在我对面,3.1
7459,人生得意需尽欢,3.1
7460,莫使金樽空对月,3.1
7461,举杯独饮会心酸,3.1
7462,哥们就在我对面,3.1
10990,兄弟今天是你一生中最重要的日子,3.1
10991,感谢你跟我同肩搭档了十年,3.1
