,lyrics,class
68,记忆深刻美丽的回想 别当做过去,9.0
69,可能我选择喧嚣 你喜欢静谧,9.0
70,我会拼命哈艘给予最好并不选择放弃,9.0
71,我会努力,9.0
72,这样你才能靠我肩膀,9.0
73,我会努力,9.0
74,才能创造我的乐器厂,9.0
75,我在虚幻的梦里 等待小仙女的降临,9.0
76,不用讲什么道理 岁数这些不是问题,9.0
5276,三成的功力 展示我的功底,9.0
5277,Let me 加速领先他们三百公里,9.0
5278,山顶的风景 对我保持恭敬,9.0
5279,改正 我的词眼治好你的通病,9.0
5280,希望你假装的能够读懂,9.0
5281,这样显得你可能会比较聪明,9.0
5282,夜幕下看到我的双目炯炯,9.0
5283,那什么时候才能允许通行,9.0
5284,隔壁的bro 别跟我一起roll,9.0
5285,让你知道我在哪里看到你就发了愁,9.0
5286,特别拔萃的flow 占领整个北美洲,9.0
5287,从来都是保持冷静不看美式橄榄球,9.0
5288,新鲜的血液被传输到这里,9.0
5289,你那瓶可乐都已经给过气,9.0
5290,每一个韵脚被研发地很彻底,9.0
5291,capper会取得最终的胜利 Ay,9.0
5292,视角会很迷离每当你陷入了真实陷阱,9.0
5293,什么都分不清上瘾的可能性重新奠定,9.0
5294,黄金早遍地的圈子里没人会劝你走开,9.0
5333,只要有口气就得靠自己奋斗,9.0
5334,你只能在旁边pick up the phone,9.0
5335,告诉他们没有任何解锁我的办法,9.0
5336,为了我的以后我得一直不停创造,9.0
5337,拼了命的状态让我从来没有心思睡觉,9.0
5338,分清掌握摸透局势比你将来赚得多,9.0
5339,而你只能原地爆炸赶紧叫辆车,9.0
5340,现在承认是你曾经眼瞎犯的错,9.0
5341,摇下车窗看你过来贴着抱紧我,9.0
5462,ya 是当只鹰在飞着,9.0
5463,就算是扑火飞蛾,9.0
5464,至少我知道为何ya,9.0
5465,用尽全力在飞着,9.0
5466,哪怕山再过巍峨,9.0
5467,至少我不会跪着 ya,9.0
5468,耶 他像只空中的鹰,9.0
5469,所有的目标都已确立由他自己笃定,9.0
5470,有人说不行 他反对鹰的特令独行,9.0
5471,哪怕是机会再小 也会选择拼尽全力,9.0
5472,ya? 不付出代价 空压力太大,9.0
5473,怎么去应对这天空无端的变化,9.0
5474,从不去惧怕 未知的命 坚信,9.0
5475,固执前进 飞行的方向已定 请容它拼命,9.0
5476,逆风的方向始终最适合无畏的飞翔,9.0
5477,它也曾降落但是从未因此变得迷茫,9.0
5478,就算是遍体鳞伤他也不会忘记远航,9.0
5479,不想做loser滚烫的血全都装进胸膛,9.0
5480,没有事早被注定所以从来不信宿命,9.0
5481,不懈的坚持总被旁人当做自我步井,9.0
5482,没有与生俱来的天赋要靠不停努力,9.0
5483,能成为强者是靠它万夫莫开的魄力,9.0
5484,驾 想要得到的怎么能够放得,9.0
5485,下 距成功只有一步那你怎能,9.0
5486,怕 无畏的人也不是天生就有,9.0
5487,吧 迈出你脚步像鹰哪怕天再,9.0
