,lyrics,class
4998,准备尖叫 刀子出鞘,4.3
4999,放我的Ghetto狼们吃饱再Freestyle,4.3
5000,先别急着燥 它们还没到呢,4.3
5001,我就早挖好了陷阱等着你跳,4.3
5002,把我丹镇的旗帜插到每个地方,4.3
5003,让我们冲出地牢把敌人碾碎,4.3
5004,抢过了你的麦克让你成为点缀,4.3
5005,小绵羊快跑 虎豹豺狼发威,4.3
5006,让你振聋发聩 我的药效发挥,4.3
5007,就像是从天而降的超级炸弹,4.3
5008,让我成为你的神 或是你的撒旦,4.3
5009,掀起大战 给他们降临大难,4.3
5010,我身体流淌着猛兽的血,4.3
5011,喝几口烈酒 我更加的野,4.3
5012,我话里带刀子少往我这儿靠,4.3
5013,准备尖叫 刀子出鞘,4.3
5014,放我的Ghetto狼们吃饱再Freestyle,4.3
5015,先别急着燥 它们还没到呢,4.3
5016,我就早挖好了陷阱等着你跳,4.3
5017,把我丹镇的旗帜插到每个地方,4.3
5018,让我们冲出地牢把敌人碾碎,4.3
5019,跟我分个高低又是何必,4.3
5020,aye 等着转世投胎得去找阎王,4.3
5021,想着下辈子发财小命延长,4.3
5022,新来的小鬼一帮接一帮,4.3
5023,全都来报道 叫我典狱长,4.3
5024,看看谁是fake 不会 谁后退 不对,4.3
5025,真无 所谓 站队 从来不去 理会,4.3
5026,看看这地儿现在是谁在管,4.3
5027,我想的更大 好饭不怕晚,4.3
5028,咱们等级不同 你就像只蛀虫,4.3
5029,DUNGEON里的鬼全都在骑着恶龙,4.3
5030,度数加点儿绿的 让我离开了误区,4.3
5031,下了劲儿再续着 我们哪儿都不想去,4.3
5032,就在地下呆着 这不代表比你矮,4.3
5033,潮流钩子卖着 商业射的快,4.3
5034,快餐给你吃 枪手写着字,4.3
5035,点子叫你瓷 瓷们等你一块儿死,4.3
5036,保持你自己 不能当饭吃,4.3
5037,好话都让你给说了,4.3
5038,坏事儿就由我来干吧,4.3
5039,看不起 不是因为矫情还是搅局,4.3
5040,princess还是queen,4.3
5041,还是选择保持距离,4.3
5042,和我的baby搞事情,4.3
5043,和我的瓷们混在一起,4.3
5044,和我的精神分裂时期,4.3
5045,和我的失眠多梦 等待时机 有空再告诉你,4.3
5189,当我走过荆棘之后我会变得更加强壮,4.3
5190,你对我的所有评论无法改变我的狂妄,4.3
5191,我身上的精力完全可以超乎你的想象,4.3
5192,我会得到属于我的 那是必须的,4.3
5193,我来掌控我的世界完全 不需要理解,4.3
5346,但是要提醒你,4.3
5347,yeah i'm 活着的艺术品,4.3
11965,一片灵魂 我想它会保持清澈,4.3
11966,看你那些曾经玩过火的前辈,4.3
11967,有几个出人头地 虽然自以为很前卫,4.3
11968,醒醒吧孩子看看你现在的样子,4.3
11969,别再励志的歌了 你根本不是一个歌者,4.3
11970,我知道我该怎么做所以请你们别说,4.3
11971,最后回答你这一次以后将保持沉默,4.3
11972,听不懂我歌词的含义那请你shut up,4.3
11973,我的未来我自己能定义i never give up,4.3
11974,你十七了 也该懂事了,4.3
11975,爸妈望子成龙对你的每句叮嘱你也应该记得,4.3
11976,对快十八了 我必须学会做个男人,4.3
11977,履行许下的承诺 哪怕现实很残忍,4.3
11978,也许会悔恨万分,4.3
11979,当我蹒跚了身形,4.3
14228,喂 小子 我想我大概明白你的意思,4.3
14229,那些发生在你身上的,4.3
14230,曾经以不同的面貌 也在我生命里出现过好几次,4.3
14231,对此 我并无更高明的解释,4.3
14232,只是觉得今天说不定是个合适的日子,4.3
14233,我们就各自用舒服的姿势,4.3
14234,用擅长的方式 给人生我们的,4.3
14235,不管是一种告解还是一份答辩词,4.3
14236,人再有本事也难抵抗命运的不仁慈,4.3
14237,这道理再简单不过 接不接受是另外一回事,4.3
14238,真爱并非不来 它只是被无预警的恶意的延迟,4.3
14239,不要让某个女人做的蠢事,4.3
14240,变成你自己与自己的争执,4.3
16675,yeah你懂我意思吗？,4.3
16676,我们经常都会活在误会里面,4.3
16677,那么美好的场景你记得要多看几遍,4.3
16678,以前我也信任过每一个人每句诺言,4.3
16679,我不怕再次被你伤害只怕你不在我身边,4.3
16680,贪婪 自私 虚伪 脆弱,4.3
16681,窦唯高级动物那首歌前八句在说你,4.3
16682,人 活着不就是 为了寻找快乐 ayy,4.3
16683,你算计我我算计你都别想获得,4.3
16684,谁也不去认错 直到变成过客,4.3
16685,其实只是想证明自己不是一个弱者,4.3
16686,叫我take easy take easy take easy,4.3
16687,可太过easy的人怎么可能做到busy,4.3
16925,别继续抱怨,4.3
16926,和镜子里的你放个电,4.3
16927,别再隐身现在要在线,4.3
16928,因为我从不放弃,4.3
16929,每天全新状态把不开心都忘记,4.3
16930,唱到最后一句 say let us FLY,4.3
17600,我的一生都在奔波,4.3
17601,获得越多越困惑更加笨拙,4.3
17602,西奥你教教我如何振作,4.3
17603,可是我走的路通往魔鬼的墓,4.3
17604,绝望之中我夺回的住处满目疮痍,4.3
17605,那火光里没人能够帮你,4.3
17606,他们都劝你放弃,4.3
17607,可别忘记了你所抗拒的,4.3
17620,有些命运你并不能体会,4.3
17621,那也意味着你还在迷醉,4.3
17622,你要尽兴所以你会以为……,4.3
17623,呀拉嗦,4.3
17624,不要阻止你对爱的渴望,4.3
17625,我知道你有多么渴望,4.3
17626,你躲着躲着总有一天它会把你扯上,4.3
17627,你像迷途黑暗的小羊羔 看不到的曙光,4.3
17628,想要自己主掌又害怕受伤,4.3
17629,可惜世上没有忘情水也没有孟婆的汤,4.3
