,lyrics,class
1482,“当你回来的时候...,5.1
1483,我已经不在这里了...”,5.1
1484,听几遍 还能再听几遍,5.1
1485,我唱出的歌声你们还能听几遍,5.1
1486,或许过几年又或许过几天,5.1
1487,甚至会停下脚不再往前走,5.1
1488,这无形的出口,5.1
1489,无声的嘶吼,5.1
1490,都在叫我千万别放手,5.1
1491,这无形的出口,5.1
1492,无声的嘶吼,5.1
1493,都在叫我千万别放手,5.1
1494,无话可说,5.1
1495,所以选择保持沉默,5.1
1496,她把沉默看成怯懦,5.1
1497,认为是我软弱,5.1
1498,而我只是不想再重复犯错,5.1
1499,话语即权利,5.1
1500,学着权衡利弊,5.1
1501,在沉默中对抗反击,5.1
2136,怎么突然之间不知道,5.1
2137,该怎么面对面,5.1
2138,不知道怎样表达自己适应你的改变,5.1
2139,怎么才会让自己更能靠近你的身边,5.1
2140,我忘了怎样呼吸,5.1
2141,甚至忘了现在的时间,5.1
2525,我先成为她跌跌撞撞冲破这所有迷雾,5.1
2526,它说时间还不够 修行也还差火候,5.1
2527,梦里它只想把自己变成个沙漏把时间的重量都承受,5.1
2528,说到底我也知道没人会为了我去等候,5.1
2529,就像它的黑夜梦寐里从没出现过白昼but we doesn't know,5.1
2530,它说它受够 还有两个梦想早就没盼头,5.1
2531,我们就聊到这最后 没来得及看他的瞳孔,5.1
2532,没人会在原地打转,5.1
2533,我们还在原地吗 no we are now on the top,5.1
2534,梦想实现了吗 no but it's so dope,5.1
2535,four miles away from home 这段旅程的长度,5.1
2536,这段过程可能无法阻挡,5.1
2537,因为都有过想满级的梦想,5.1
2538,可却没人成为人民币玩家,5.1
2539,最后的结局就只能被虐杀,5.1
2540,我们的想法全部都一样,5.1
2541,都想要成为最后的赢家,5.1
2542,但可惜没人是温柔的lover所以只带给你最痛的情伤,5.1
2543,它还在沉溺 想摆脱使命,5.1
2544,没人看它有多努力,5.1
2545,还歌颂命运 为它把路摆平之后让它能够前进,5.1
2546,还是只看到人它就低头 没人懂它那它干脆闭口,5.1
2547,它说了好多遍它的梦可为什么就没一个人能够听懂,5.1
2548,没人会在原地打转,5.1
2549,我们还在原地吗 no we are now on the top,5.1
2550,梦想实现了吗 no but it's so dope,5.1
2551,four miles away from home 这段旅程的长度,5.1
3337,是那么美好 卻仍要說聲再見,5.1
3338,所有故事 鎖進不打開的抽屜里面,5.1
3339,場景 氛圍 當畫面再度涌現,5.1
3340,過去5年 也許改變只有時間,5.1
3341,當他停留在舊留聲機前,5.1
3342,聽見了指針和無限循環,5.1
3343,它唱著你的夏天 有太多陽光刺眼,5.1
3344,缺失了的靈魂 像是木偶斷了提線,5.1
3345,想 想了個愛,5.1
3346,想 想了個唉,5.1
3347,想 想了個愛,5.1
3348,想 想了個哀,5.1
3349,唉 愛,5.1
3350,愛 哀,5.1
3351,哀 唉,5.1
3352,記得那天 那個時間 那個地點,5.1
3353,她站在 鋪滿一層晃動的樹蔭地面,5.1
3354,微風輕輕 暈開整張 咖啡的平面,5.1
3355,拉上窗帘 玻璃窗熒幕 失了焦點,5.1
3356,天空的清澈 轉化成紅黃暮色,5.1
3357,寂寞的公路 獨自騎著單車,5.1
3358,牆上斑駁的影子 不斷提醒著,5.1
3359,她曾在車的后座 哼過那首關于夏天的歌,5.1
3360,想 想了個愛,5.1
3361,想 想了個唉,5.1
3362,想 想了個哀,5.1
3363,我轻轻的唱有一点吵,5.1
3364,看著哥们儿你冰冷的身体在燃烧,5.1
3365,多想陪你飞 可我却做不到,5.1
3366,听我为你祈祷这一秒下一秒,5.1
3367,你一直在我左右,5.1
3368,仿佛当初跟你说,5.1
3369,no你却说wow,5.1
3470,我不想太快以往 思路在矛盾相撞,5.1
3471,两米的距离看上去像地狱和天堂,5.1
3472,我不想这次错过但似乎还是沉默,5.1
3473,我不想这次错过但害怕我会做错,5.1
3474,在两米之间难以抉择的是我的懦弱,5.1
3475,在两米之间难以进退因为我的沉默,5.1
3476,我不想这次错过但似乎还是沉默,5.1
3477,我不想这次错过但害怕我会做错,5.1
3478,在嘈杂之中趁机,5.1
3479,似乎车也快到了,5.1
3480,依旧没对白的命运,5.1
3481,我知道你错过了,5.1
3482,我不想这次错过但似乎还是沉默,5.1
3483,我不想这次错过但害怕我会做错,5.1
3484,在两米之间难以抉择的是我的懦弱,5.1
3485,在两米之间难以进退因为我的沉默,5.1
4824,可期望早不在席上 独自饮离觞 竟难以抵挡 迷茫,5.1
4825,人生的路 从纯真到成熟 纹身的纹路 在提醒,5.1
4826,自己记住 当乌云密布 随初心觅路自会有庇护,5.1
4827,莫去念那功名利禄 莫要去羡慕自会有领悟,5.1
4828,去见那不同的景物 出笼展翅,5.1
4829,你不要停住 不要停住 不要停住,5.1
4830,成人世界狩猎范畴,5.1
4831,已忘了走了多久,5.1
4832,灰色地带手握自由,5.1
4833,仍在情节里摸索,5.1
4834,被迷惑的人可曾失控,5.1
4835,在是非倒影之中,5.1
4836,监听着潮汐涌动,5.1
4837,无人问津的身后,5.1
4838,成人世界狩猎范畴,5.1
4839,已忘了走了多久,5.1
4840,灰色地带手握自由,5.1
4841,仍在情节里摸索,5.1
4842,沉默不想言不由衷,5.1
4843,在是非倒影之中,5.1
4844,监听着潮汐涌动,5.1
4845,穿过这夜色深重,5.1
4901,很多的事想不通,5.1
4902,清醒时梦都会痛,5.1
4903,走一步 看一步,5.1
4904,每一步都很孤独,5.1
4905,每一步都当赌注,5.1
4906,倾注我的所有,5.1
4907,一无所有,5.1
4908,那天跟兄弟坐在车里,5.1
4909,聊天说这两年都好快,5.1
4910,以前不现实的玩笑,5.1
4911,没想到正在慢慢实现,5.1
4912,生活和品质逐渐上升,5.1
4913,不用和时间去做抗争,5.1
4914,庆幸着没有被欲望给冲昏头,5.1
4915,在凌晨的三点钟撰写手稿,5.1
4916,想得太多反而无济于事,5.1
4917,你选择所以要孤注一掷,5.1
4918,也早已经习惯了别人的看法,5.1
4919,只有把它做好 做到 更大,5.1
4920,用成绩来说明好让他们闭嘴,5.1
4921,喜欢的东西我自然会媲美,5.1
4922,就算是异类也好过大多数,5.1
4923,只会往上看也只会爬坡路,5.1
4924,我知道有很多的事情我都想不通,5.1
4925,有时候太过清醒的时候连梦都痛,5.1
4926,我只能走一步再看一步,5.1
4927,每一步都很孤独,5.1
4928,大不了我再绕点路,5.1
4929,不就是把青春拿出来当赌注,5.1
4930,倾注我的全部,5.1
4931,怎样都不认输 一无所有净身出户,5.1
5859,事情时好时坏都发生得不经意,5.1
5860,最珍贵的经历 最可贵的精力,5.1
5861,我开始学会观望,5.1
5862,谁真的爱我,5.1
6029,经验变成韵脚做好准备描绘春天,5.1
6030,音乐做得纯粹下一首歌 会被认可吗,5.1
6031,歌词会被证实吗 你说他 讲的道理大,5.1
6032,只要是心里话 夸奖批评都能带回家,5.1
6033,没有想法做下一个阿姆不影响你我相处,5.1
6034,玩说唱当玩拼图 当倾诉 他清楚,5.1
6035,如何掌握flow 享受节奏 舒适禁止出售,5.1
6036,所有问题一次讲个通透,5.1
6498,A 年少轻狂懂了礼貌,5.1
6499,行尸走肉忘了今天到底几号,5.1
6500,慢慢的开始找自己,5.1
6501,发现了房间的纸和笔,5.1
6502,一个人在发神经 歌也没人听,5.1
6503,每天时间想着他们如何入人心,5.1
6504,有些人太信命 而我活的太过即兴,5.1
6505,让别人听懂我的故事太难,5.1
6506,用时间和心血把欠的 债还,5.1
6507,情人被拆散 想法被看穿,5.1
6508,好多的想法到明年在谈,5.1
6509,希望之火永远不会被熄灭,5.1
6510,成功之前的苦难便是我的一切,5.1
6511,二十三岁的人生里,5.1
6512,没有学会什么叫做怎么收敛,5.1
6513,有些人对成功的定义是money,5.1
6514,但我一直都是在坚持着自己,5.1
6515,当然了money and new money,5.1
6516,都被我收进了口袋里 man,5.1
6517,总有人问队长你为什么那么的棒,5.1
6518,这是我坚持了十年对自己最好的奖赏,5.1
6519,不会像一些人,5.1
6520,脑袋里不爽我但是嘴巴里又不敢讲,5.1
6521,那么多人都在冷眼看你,5.1
6522,还在蜕变 从没埋冤,5.1
6523,解开枷锁这种感觉让我孜孜不倦,5.1
6524,从不敷衍 为音乐出钱 成为日向雏田,5.1
6525,想早点出现 成为圈内突变,5.1
6526,也只有老天能控制住我的命脉,5.1
6527,也想成为别人偶像别人那么挚爱,5.1
6528,每种阶段不同也许是受到了驱使,5.1
6529,德高望重的老人一直活在了昔日,5.1
6530,才华被斩断像是没有墨汁的 圆珠笔,5.1
6531,他的家人也许是哪个市的 前书记,5.1
6532,而你不是金子还想着大家 全输你,5.1
6533,自己欠自己 自己找刺激,5.1
6534,希望哪天我也能够走到街上,5.1
6535,hiphop的传承由我接棒,5.1
6536,希望大家都说占我光,5.1
6537,士兵不想待在家里那怕浑身带着伤,5.1
6538,那么多人都在冷眼看着你,5.1
6539,那么多人都在冷眼看着你,5.1
7343,你错了,5.1
7344,总是以为自己什么山都翻的过,5.1
7345,也不敢面对自己无心犯的错,5.1
7346,暴雨来的太突然那又怎么躲得过,5.1
7347,年轻就是本领我在井外向你挑衅,5.1
7348,引擎 还不稳定 涡轮增压技术好硬,5.1
7349,不管阿姆斯壮还是007当我Rapping都无法冷静,5.1
7350,赚钱换个新房住,5.1
7351,开辟了Hiphop的新航路,5.1
7352,承担更大的风险我和兄弟开启了新防护,5.1
7353,没有实力的话 那就收起你那倔强,5.1
7354,总是以为自己什么山 都翻得过,5.1
7355,也不敢面对自己无心 犯的错,5.1
7356,暴雨来的太突然 那又怎么躲得过,5.1
7357,这条路Do or Die,5.1
7358,我说不 All Right,5.1
7359,我就是不做乖 孩子出错牌,5.1
7360,今天我要干大事请我兄弟都过来看,5.1
7361,只要玩的开心就好 不然都说白干,5.1
7362,钢筋水泥盖的楼 供人类居住,5.1
7363,我把韵脚混合Flow 让灵魂被吸附,5.1
7364,背着沉重的梦 怎么能被拘束,5.1
7365,真正的拘束就是你自己,5.1
7366,并且我还有无数个愿望,5.1
7633,我是only one,5.1
7634,我如假包换,5.1
7635,hunting从早到晚,5.1
7636,他们四处逃窜,5.1
7637,是金子总会发光,5.1
7638,这句话到,5.1
7639,哪里都一样,5.1
7640,我的心态很平常,5.1
7641,你对我的欣赏,5.1
7642,都向往,5.1
7643,我也会为钱奔波,5.1
7644,为一首新歌祈祷,5.1
7645,我灵感蓬勃,5.1
7895,他听到了窗户外传来的车声,5.1
7896,坚强的原因是没有别人疼爱,5.1
7897,泪水留给自己 笑给所有人看,5.1
7898,也没有任何人发现他需要安慰,5.1
7899,全世界都失去还有音乐伴他安睡,5.1
7900,曾信任过的爱 哼 已不见踪影,5.1
7901,对未来的憧憬成了讽刺的风景,5.1
7902,第二天的清晨 又显的毫不关心,5.1
7903,只有红肿的眼 见证了昨夜的万箭穿心,5.1
7904,可现实不是你想放下就能忘记他,5.1
7905,没能力改变随着时光荏苒,5.1
7906,经历人间冷暖可笑这就是成长,5.1
7907,这三年走过来看过太多悲欢离合,5.1
7908,那些海誓山盟今天又有谁还记得,5.1
7909,这段话写给朋友 也写给 弃我去者,5.1
7910,从最开始的岁月 是我一个人,5.1
7911,那就不要退却 就算是一个人,5.1
7912,抬头走向毁灭 也不会颤抖,5.1
7913,永远都不会变,5.1
7914,或许有生之年不能站在巅峰,5.1
7915,鱼儿想忘海洋 我向往天空,5.1
7916,英雄走入了硝烟中,5.1
7917,燃烧自己生命 这就是先锋,5.1
7918,总得有人去走,5.1
7919,才会看到台下挥舞的手,5.1
7920,变得坚定 那就勇敢的继续走,5.1
7921,总有一天全世界都为你举起手,5.1
7922,哎 我没阻止你坐上那辆空车,5.1
7923,喝麻了 脸烫 心是冬天,5.1
7924,我的歉意被摔地上 弹了3个后空翻,5.1
7925,需要吹风机 两哈把伤口烘干,5.1
7926,晓得明白一切都是报应 对,5.1
7927,阻止不到这一天的靠近 对,5.1
7928,虽然吵架的时候确实烦的要命,5.1
7929,但这次我承认绝对是最惨痛的教训,5.1
7930,被拖进黑名单 之后的每一天,5.1
7931,没有你我像身在朝鲜 想念美利坚,5.1
7932,宁愿家里扫垃圾 把邀约推一边,5.1
7933,独自走一圈 感觉不太好过,5.1
7934,这个站台那条街 就像是昨天跑过,5.1
7935,一盏灯打下来寒风吹起树叶飘落,5.1
7936,感觉现在有点惨 相信你不会再搞错,5.1
7937,认清I’m badboy baster 离开是对嘞,5.1
7938,找个other guy 把你当成最珍贵的嘞,5.1
7939,而我微信不响 不再有一堆未接,5.1
7940,一切都说明永远 都不能回切,5.1
7941,太阳升起落下 时间在走但不说话,5.1
7942,记忆中 关于她 还剩点尾巴,5.1
7943,更多事情教会我 生活总不完美,5.1
7944,她可能已经浓妆艳抹 嘴巴叼个烟嘴,5.1
7945,不会再难为情 一切难得归零,5.1
7946,不回头背对而行 时间不会为谁而停,5.1
7947,他们说在前方肯定还有更好嘞,5.1
7948,可是我现在满脑壳却想到挣跑车,5.1
7949,灰色的城市无头苍蝇一样跟到追,5.1
7950,很难辨别哪个廉价哪个更宝贵,5.1
7951,在某个夜晚 某个地点 某个身影,5.1
7952,从旁边闪过 那瞬间像 她在身后跟紧,5.1
7953,而当你转身寻找 只是被过去引导,5.1
7954,原来嘞以为忘掉 那只是说的轻巧,5.1
7955,躲避着闪烁其词小心翼翼的按捺,5.1
7956,或许你看的出端倪 但也不确定真假,5.1
7957,我捕捉光影 独自把细节慢慢放大,5.1
7958,你总是迈着慢慢的步伐 慢慢活慢慢过没人逼迫,5.1
7959,哪怕整个世界向右 你向左,5.1
7960,绝非叛逆 只不过是你选择,5.1
7961,你是摇曳的水草 扎根在河底飘摇,5.1
7962,我是浮游的海藻 为靠近你密集成灾难赤潮,5.1
7963,没人能准确知道 我曽用什么方式收集你的颜色跟记号,5.1
7964,隐秘得像你 your velvet skins,5.1
7965,越克制越上瘾 my deadly sins,5.1
7966,我安静的等 消极的等,5.1
7967,时间犹如长河堵塞 更加慢吞吞,5.1
7968,我在你身上散落一些末尾的青春,5.1
7969,见到你的瞬间,5.1
7970,我全身血液都曾凝固,5.1
7971,一切都太美 你的身体 你俯身的弧度,5.1
7972,美得让我恐惧,5.1
7973,而你警惕,5.1
7974,你的虎牙锋利,5.1
7975,我不停地撒谎 谎话里面遍布爱,5.1
7976,没有谜底 把焦虑当做挡箭牌,5.1
7977,对你的记忆 不算壮丽,5.1
7978,一半是犹豫 一半埋藏于瓦砾,5.1
7979,而你对我也没太热情 礼貌之余略带亲密,5.1
7980,我还是无力抵抗陷入沼泥,5.1
7981,对你的凝视隔着万千眼神玻璃,5.1
7982,而我已庆幸,5.1
7983,从没剑拔弩张 也说不上麻木忍让,5.1
7984,隐秘得像你 your velvet skins,5.1
7985,越克制越上瘾 my deadly sins,5.1
7986,夜空被高楼灯光点缀着,5.1
7987,朝九晚五的上班族他们也先睡了,5.1
