,lyrics,class
18,所有的 理由,5.0
19,所有的 低头,5.0
20,所有的 意犹 未尽,5.0
21,所有的 垂头 丧气,5.0
590,故事的开端 有一个男孩,5.0
591,他怀揣着梦想来到这座城市的站台,5.0
592,直到一天理想惨白 被现实惨败,5.0
593,才发现 原来 生活 是这么难捱,5.0
594,他开始逃离这座城市的压抑 释放压力,5.0
595,却发现悲伤时刻都在加剧,5.0
596,他背起行囊 在离家很远的地方流浪,5.0
597,让走过的每寸土壤吸 收着他的忧伤,5.0
598,从北纬三十度的东方一路向西 浪迹,5.0
599,在天涯的每个角落留下他的足迹,5.0
600,在离家六千里的沙漠独自仰望星空,5.0
601,有太多的烦恼心事偷偷藏在他的心中,5.0
602,他和许多陌生人 诉说他的过往,5.0
603,试图让曾经的人和事 在他生命中走个过场,5.0
604,他在地图上把走过的地方全部都连在一起,5.0
605,却发现 从头到尾都没有找到真正的自己,5.0
606,没错 五年又一晃 而过 他依旧赚得 不多,5.0
607,没过得体 面他每年回 乡也不 说,5.0
608,话不多 他习惯了沉默寡言 呆角落,5.0
609,差不多 被忽视排斥在边缘 被冷落,5.0
610,同事都笑他活得像个乡野游 民,5.0
611,他从不关 心也不懂当下什么正在 流 行,5.0
612,他的手机破旧没有微博微信,5.0
613,他的收入杯水车薪 他的衣着受人诟病,5.0
614,其实他无所谓这样的生活无关错对,5.0
615,即使一整座城市没有属于他的座位,5.0
616,即使一生他只能挤在十平米的毛坯,5.0
617,挂瓦墙上的地图画满他流浪过的方位,5.0
618,无人知道他徒步 走过几万公里的路,5.0
619,从日出驻足 到日落余晖布满山涧与枯树,5.0
620,他从不 被生计网住 名利罔顾,5.0
621,他 一个人上路,5.0
622,当流浪 变成一种习惯,5.0
623,孤单 日夜在身旁陪伴,5.0
624,只有他的影子和他自己成为各自的一半,5.0
625,拖着疲惫的身心,5.0
626,他也时常怀念那些曾经的真心,5.0
627,可 时至今日,5.0
628,唯有流浪,5.0
629,才能寻得他的真经,5.0
1190,你是否有过在被窝里偷偷落泪,5.0
1191,你不太懂为何每次都要和自己作对,5.0
1192,不然就是伤了别人得心 还不住手,5.0
1193,做着叫别人不要做的事 还让兄弟住口,5.0
1194,No Doubt 你很清楚你自己口是心非的模样,5.0
1195,整天说着Keep it real,5.0
1196,你到底哪里Keep it real,5.0
1197,就算你掌握skill,5.0
1198,从一开始你就该清楚,5.0
1199,鱼和熊掌不可能兼得,5.0
1200,最终也只会还是不完整的拼图,5.0
1201,就像你整天摆弄那些音符,5.0
1202,让你失去了你最爱的女人,5.0
1203,也见识到什么叫兄弟反目,5.0
1204,的敢怒不敢言的结果就是,5.0
1205,揭完短处还在伤口上撒盐,5.0
1206,上次发自内心的笑是什么时候,5.0
1207,早不记得,5.0
1208,我习惯在深夜享受着用孤寂来折磨,5.0
1209,孤僻的自己 也有点像是出气,5.0
1210,问着自己 服不服气,5.0
1211,万一有朝一日拥有了一切,5.0
1212,还会不会感觉就像是一败涂地,5.0
1213,等着看笑话的人告诉他们别笑,5.0
1214,没有人会在同一个地方又跌倒,5.0
1215,可如果说这一切真的只是过程,5.0
1216,为何镜中人的感觉熟悉又陌生,5.0
1217,我还戴着你送给我的手表,5.0
1218,心上还刻着你迷人的微笑,5.0
1219,我的世界因为有你变得更加美好,5.0
1220,再美的风景没有你会显得空虚,5.0
1221,再繁华的城市缺少你就是片废墟,5.0
1222,我这辈子最幸福的事就是认识了你,5.0
1223,最不幸的就是不能和你永远在一起,5.0
1224,也许你已经找到了你的挚爱,5.0
1225,总是欢笑无论天晴还是下雨,5.0
1226,总是哭泣无论重逢还是分离,5.0
1227,半夜醒来真希望悲剧只是一场梦,5.0
1228,我想依靠在你肩膀告诉你这些年,5.0
1761,对着镜子落吧 它有多廉价,5.0
1762,不需要分享 不需要有人替我扛,5.0
1763,能量用尽那秒 就等那秒再看清你又何妨,5.0
1764,从今后的每秒钟,5.0
1765,我们都不再失去什么,5.0
1766,也许是我强求,5.0
1767,是我不懂,5.0
1768,我所有的姿态都已经准备好,5.0
1769,像我在高中时候的备考,5.0
1770,只多不少,5.0
1771,等着情敌出来赛跑,5.0
1772,我绝不耍心机绝对不婊,5.0
1773,与我能匹配的太少,5.0
1774,感受颤动在我胸口它刚好今晚为你兴奋的滚烫,5.0
2210,这是最后一次 尝试着靠近你的气味,5.0
2211,也是我强撑到最后 想保留住的珍贵,5.0
2212,说好陪我看的 这是最后一场电影,5.0
2213,散场分开说了再见 最后一次场景,5.0
2214,或许已经接受这是你给我的错觉,5.0
2215,保留我的尊严重复重复一遍一遍,5.0
2216,可能不能适应你离开我的身边,5.0
2217,我努力会做到所有都对你视而不见,5.0
2218,接近十二点 我站在你的背面,5.0
2219,看你站在窗前对着电话说着晚安,5.0
2220,我假装没看见,5.0
2221,在你转身的一瞬间,5.0
2222,恨和痛的感觉越来越浓烈,5.0
2223,从什么时候开始 你瞒我瞒,5.0
2224,演不完这场戏和扯不清的纠缠,5.0
2225,是我没太懂规则 强加了戏份,5.0
2226,止于动情的可笑 我不该去疑问,5.0
2227,你带着你的行李你关上了门,5.0
2228,你隔绝了我的绝望和眼角的湿润,5.0
2229,从开始到欺骗 开始变得麻木,5.0
2230,从新鲜感到冷淡 说了结束,5.0
2231,走了这么久了接下来应该怎么写,5.0
2232,这道题我不会做我又能够怎么解,5.0
3530,一个人的空间 一双被子,5.0
3531,总把自己逼到绝境的位置,5.0
3532,人们喜欢听最假的是因为感觉很甜,5.0
3533,烦扰围绕在我周围,5.0
3534,最孤独的夜晚是否只能依靠Vodka,5.0
3535,人们总说别管他 看着他喝醉,5.0
3536,开始相信自己像个废物,5.0
3537,我在空荡荡的房间里拖着疲惫不堪的身体,5.0
3538,我在没有你的时间里逐渐变成了最恨的自己,5.0
3539,身体失去重力 like this,5.0
3540,未知的公里 like this,5.0
3541,我只是想要做我自己,5.0
3542,安稳总伴随着刺激,5.0
3543,窗户整晚没关盯着房顶 拼命呼吸 情绪无法自理,5.0
3544,就像你也和我一样自闭 他们不用正眼去看你,5.0
