,lyrics,class
499,我们活在恐吓 过程中的折磨,10.2
500,我想你告诉我 要怎么活,10.2
501,生命的讨论我不幸参与,10.2
502,愤怒是单曲我做了专辑,10.2
503,我盯着城市里闪烁的霓虹,10.2
504,骂这精彩于我有何关系,10.2
505,有个很爱我的妈妈,10.2
506,讲就当你没有过爸爸,10.2
507,很多时候 我会反击,10.2
508,痛扁 重点 让他下次放尊重点,10.2
509,哪怕有时怒气冲天 让别人都评论我疯癫,10.2
510,以牙还牙的童年 童颜从没变依然像从前,10.2
511,好多权威者把你当小丑 又有好多既得利益 笑你好low,10.2
512,俗话讲 退步海阔天空要稳着走,10.2
513,但我偏要跟深夜拥抱和漆黑吻个够,10.2
514,又在恨什么,10.2
515,又责怪什么,10.2
516,纵你反复揉搓,10.2
517,伤口难愈合,10.2
518,你想有人偷过你的梦,10.2
519,有人刺了你的痛,10.2
520,既然混沌无泽,10.2
521,那染成黑色,10.2
522,作弊的比赛我糊涂参加,10.2
523,情怀就像家珍骗子看家,10.2
524,我盯着满世界耀眼的繁华,10.2
525,想这浮夸到底几度掺假,10.2
526,予你开心叫我宝宝,10.2
527,予你异见上我镣铐,10.2
528,小人以为我拿他没办法,10.2
529,光脚不惧穿鞋我有何怕,10.2
530,走哪 瞅哪 哪里发言都要筹码,10.2
531,偏我不是那种走马观花 你发卡就收卡,10.2
532,好像谁都是我仇家 好像不愿意把人手拉,10.2
533,只是好多变节 好多臣服 好多简单变得满是城府,10.2
534,有人说 人生得饶一处是一处,10.2
535,然后转身在黑夜对戏演一出是一处,10.2
536,又在恨什么,10.2
537,又责怪什么,10.2
538,纵你反复揉搓,10.2
539,伤口难愈合,10.2
540,你想有人偷过你的梦,10.2
541,有人刺了你的痛,10.2
542,既然混沌无泽,10.2
543,那染成黑色,10.2
544,恨什么,10.2
545,怪什么,10.2
546,反复揉搓,10.2
547,伤口难愈合,10.2
548,你想有人偷过你的梦,10.2
549,有人刺了你的痛,10.2
550,既然混沌无泽,10.2
551,那染成黑色,10.2
3618,当我 睁开眼睛 太阳已经下山,10.2
3619,早就不再年轻 熬夜后的负担,10.2
3620,洗去身上的血迹换过新的床单,10.2
3621,好像一切没有发生过,10.2
3622,太阳没 上升过,10.2
3623,他财迷心窍装做没事打闹嬉笑,10.2
3624,再脏的钱都收,10.2
3625,他看似苦恼其实 心在笑,10.2
3626,他的心眼太小 看到的只是外表,10.2
3627,还太早 不知道自己是谁 他还在找,10.2
3628,他也是上帝的孩子吗,10.2
3629,我怎么想要把他干掉,10.2
3630,一颗子弹还是不够他自杀,10.2
3631,以他的智商 可以逃过这世上,10.2
3632,所有的罪不够让他受,10.2
3633,就算全身是伤,10.2
3634,试图脱罪的人 蒙羞祖先的魂,10.2
3635,在挖掘魔鬼的坟 以为能灌醉了神,10.2
3636,他的家在哪 没把话讲真,10.2
3637,听着音乐 他们只能继续等,10.2
3638,他说,10.2
3639,低着头闭上眼念出祷告词 A men,10.2
3640,我说 跪下吧 跪下吧 神的孩子,10.2
3641,主 请你让他 对天微笑,10.2
3642,感受 你的仁慈,10.2
3643,让他的心可以重头,10.2
3644,像是溪流清澈的源头,10.2
3645,其实他 并没有错 只是被人怂恿,10.2
3646,他的心有太多恨,10.2
3647,不愿意尝试了解就先下定论,10.2
3648,受够了这些鸟事 不想被笑笨,10.2
3649,他只想要相信人,10.2
3650,但是遇到的都是好人,10.2
3651,那也不见得,10.2
3652,就算站在悬崖边 有绳子不愿抓,10.2
3653,昧着良心讲话 好话也不愿夸,10.2
3654,他们不是帮派,10.2
3655,但是舍不得拿下真面具,10.2
3656,唯有武装自己,10.2
3657,才能得人尊敬不变的定律,10.2
3658,他不想被取笑 总是被人比较,10.2
3659,他只能树立敌人才显得没乱阵脚,10.2
3660,他需要归属 不是选边,10.2
3661,主请你让他用你的眼光,10.2
3662,看这世界 A men,10.2
3663,低着头闭上眼念出祷告词 A men,10.2
5070,问题可以发泄但是千万别被困,10.2
5071,我们泄了的愤 让这些所有的恨,10.2
5072,积聚在一起最后带我回到丹镇,10.2
5073,不要觉得我喜欢被骗,10.2
5074,连我自己也亲眼看到,10.2
5075,不然我也不会知道你多贱,10.2
9964,当你听到响起掌声,10.2
9965,把虚假都忘记,10.2
9966,我那晚i lose my control sing this song without u,10.2
9967,事实上,10.2
9968,你根本就不love me,10.2
9969,痛,10.2
9970,你亲手捏碎是我们的,10.2
9971,梦,10.2
9972,我为你喝醉感觉到了失,10.2
9973,重,10.2
9974,我怀疑我当初是如何心,10.2
9975,动,10.2
9976,爱错位 我误会我们登对,10.2
9977,其实你早已放弃只是我没学会,10.2
9978,放手是绝对 你和他是绝配,10.2
9979,在你的测试题 我的答案一直是不对,10.2
9980,给一次机会我会选择失忆,10.2
9981,我对你是鸡肋我只想赶快忘记,10.2
9982,忘记某些失去 用诗意的语句,10.2
9983,留下失意的笔迹 证明我是逃避,10.2
9984,努力控制自己关于你 什么都不要梦,10.2
9985,但却像情节电影在我脑海不停放送,10.2
10253,斩掉这前奏,10.2
10254,我不想再管前后,10.2
10255,我给人一种假相叫做希望,10.2
10256,但却从来都没放在我心上,10.2
10257,被别人伤后 再伤害他人,10.2
10258,把别人伤透 再享受伤神,10.2
10259,只有疼痛 才让我有所快感,10.2
10260,就像在每个 哭不出的傍晚,10.2
10261,一声道歉 却脱不我口,10.2
10262,留下了身体 在无助的抖,10.2
10263,紧握的手 是否 能够,10.2
10264,再抓住这最后残留的温柔,10.2
10265,那温暖没尝够,10.2
10266,我的阳光 我知道是来自你的心头,10.2
10267,过去的伤痕另胸口会,10.2
10268,紧绷却仍挤不出眼泪,10.2
10269,我戴上梦寐 以求的面具转身,10.2
10270,化成狼心狗肺,10.2
10271,每次想要诉苦 身体却先自我保护,10.2
10272,无话可吐,10.2
10273,想要弥补 对方却先想到我的难处,10.2
10274,踏着一条隐藏自我的路,10.2
10275,而你却成为风景中的树,10.2
10276,让我第一次去后悔,10.2
10277,如果坚强 如果忍耐,10.2
10278,便不会这样,10.2
10279,如果坚强 如果忍耐,10.2
10280,会如何收场,10.2
10281,生活夹我 像肉夹馍,10.2
10282,但请相信 一切会OK OK,10.2
10283,如何 将我 解开枷锁,10.2
10284,还在想着晚上吃什么饭,10.2
10285,同学早在着急毕业怎么办,10.2
10286,说我要玩音乐要穷个十年 等等看,10.2
10287,满页纸的草稿和软趴趴的钱包,10.2
10288,丢掉的手机哪个黑心司机捡到,10.2
10289,里面记满了歌词被你卖了三千,10.2
10290,And i know 生活有时糟透,10.2
10291,你心中的大哥在对你hustle,10.2
10292,想要清空的烦恼缠着你不走,10.2
10293,生活总是少几个零在你的户头,10.2
10294,And i know 这些算什么破事,10.2
10295,我的Party不会结束到世界末日,10.2
10460,每天都有人为了赚钱累到倒,10.2
10461,不想赚最少 良心可以昧到,10.2
10462,看眼睛没有神行尸走肉喂饱,10.2
10463,看每天都有人 假冒 假冒 假冒,10.2
10464,看眼睛没有神 傻掉 傻掉 傻掉,10.2
10465,兰博基尼有钱全都拿给你,10.2
10466,土豪 现金拿给你 穷富在一起 快去比,10.2
10467,差距快去比 都快去比 吓死你,10.2
10468,欢迎来到社会欢迎来到榨汁机,10.2
10469,十句里有九句话只虚 吓死你,10.2
10470,你是干啥子的 钱是靠啥子给,10.2
10471,不要怕话直接 还是你都莫得,10.2
10472,但是都是想收获的 所以才都是些,10.2
10473,看到街上开过一辆车值几百万,10.2
10474,脖子挂起金项链手上几克钻,10.2
10475,世界还有好多的诱惑等到你看,10.2
10476,每天都有人为了赚钱累到倒,10.2
10477,不想赚最少 良心可以昧到,10.2
10478,看眼睛没有神行尸走肉喂饱,10.2
10479,没钱了跪到 摆个姿势睡好,10.2
10480,看每天都有人 假冒 假冒 假冒,10.2
10481,看眼睛没有神 傻掉 傻掉 傻掉,10.2
10482,算了偶像是钱和权 高档雪茄咖啡色,10.2
10483,巴不得 巴不得 当个首富 巴不得,10.2
10484,出门不走路 巴不得 出了事情 他负责,10.2
10485,巴不得 噶 出了门就是耍,10.2
10486,钱不是问题 都是不是问题 潇洒,10.2
10487,等哈 问你 有莫得命花 钱给你 有莫得命花,10.2
10488,给你说送你一辆宾利你要信哇,10.2
10489,小心骗子脑壳上头莫得印花,10.2
10490,谈个大生意再堵一桌机麻,10.2
10491,看不惯得领导你还端酒切敬他,10.2
10492,听我说的啥子 请你看我嘴角,10.2
10493,很无奈有句话叫做水咯就是水咯,10.2
10494,早知如此何必当初但是有莫得后悔药,10.2
10495,每天都有人为了赚钱累到倒,10.2
10496,不想赚最少 良心可以昧到,10.2
10497,看眼睛没有神行尸走肉喂饱,10.2
10498,没钱了跪到 摆个姿势睡好,10.2
10499,看每天都有人 摆个姿势睡好,10.2
10500,看每天都有人 摆个姿势睡好,10.2
10501,票儿吃起走 票儿吃起走,10.2
10502,票儿 吃票儿 走到哪就吃到哪儿,10.2
10503,在哪 等我们秀 就 吃票儿吃到哪,10.2
10504,钱比够 就 莫得问题 请我遛flow莫得问题,10.2
10505,赚的够 够 莫得问题 装满兜兜 票儿吃起走,10.2
10506,票儿吃起走 指望的大事该办的办了呆看的看到,10.2
10507,该站的站到该赚的赚了把该赚的赚了,10.2
10508,走 票儿吃起走 为了钱乱想,10.2
10509,城市变战场 我们都换挡咯没本事丑,10.2
10510,实力我有 票儿吃起走,10.2
10511,走 票儿吃起走,10.2
10512,该吃起走 垃圾都张不开口,10.2
10513,回到家妈老汉都莫得差异空谈的梦想都一概不搭,10.2
10514,我不想回家切演一场瓜戏只想说我赚的钱也不差,10.2
10515,那就 走 票儿吃起走,10.2
10516,吃完一口再来一口,10.2
10517,吃完一斗再来一斗跟我的兄弟伙拍一拍手,10.2
10518,拍手表示要的 因为 又是大功告捷,10.2
10519,我们演出办的燥热 大饱眼福你说要的,10.2
10520,你们在搞啥子求莫名堂,10.2
10521,还不懂歌词和flow索 落伍太久咯,10.2
10522,走 票儿吃起走 做给他看 不给他赞,10.2
10523,有人做的差但我会把 标杆树给他看,10.2
10524,票儿吃起走 票儿吃起走,10.2
10525,快揣好你的票儿看遇到烂眼儿,10.2
10526,我是传说中的烂眼儿变成了有娃儿,10.2
10527,我要当个有娃 带起小弟开始work,10.2
10528,work 我们又不得去偷,10.2
10529,work 看好音乐跟我挂勾,10.2
10530,随手我敲个beat说几句超过你顺便泡个妞,10.2
10531,如果哪个婆娘跟到我那是荣幸,10.2
10532,不管她家在哪西安或者重庆,10.2
10533,2015郫县地主将大展鸿运,10.2
10534,我还认得到你 真是你的荣幸,10.2
10535,把票儿揣到包包头,10.2
10536,money money money 让我人生变的有搞头,10.2
10537,搞说唱肯定有搞头 回到家乡我盖高楼,10.2
10538,喊你仔细听看我歌词变黄金感受成都说唱军团的快刀流,10.2
10539,票儿影响心情 又留下好多阴影,10.2
10540,有人变的精灵 也有人不再清醒,10.2
10541,要时刻保持清醒 再保证风格新颖,10.2
10542,看说唱会馆抢钱大队即将到达金顶,10.2
10543,票儿吃起走 票儿吃起走,10.2
10544,好处就摆在那你娃头儿敢不敢切拿,10.2
10545,我问你好处就摆在那你娃头儿敢不敢切拿,10.2
10546,我问你 没钱咯 赚 抢 偷 骗 还是找哪个去借嘛,10.2
10547,靠妈还是爸 亲戚嘛 你屋头好还是撇嘛,10.2
10548,摆一个问题嘛 你都笑咯 十个人九个都手机掉过,10.2
10549,车子锁起咋可能掉咯除非你娃头儿开的奥拓,10.2
10550,阿迪三折要不要哦 出租车绕道了,10.2
10551,不要慌正常的在这就是这个效果,10.2
10552,收了张假钱 该不该打钱,10.2
10553,小心遭刮钱 劫匪和骗子就在那不管是哪年,10.2
10554,没钱的哑言开不到腔做梦都想要一把钱,10.2
10555,做个生意 赚咯 投个资钱被骗咯,10.2
10556,同样的故事听好多遍倒霉的还是出现咯,10.2
16633,我依旧是个路人至今还没火过,10.2
16634,拥挤的人群让我有些恶心,10.2
16635,大家都有血有肉却又参差不齐,10.2
16636,我想起那时和妈妈还在争执,10.2
16637,那些噩梦的日子渐渐远去,10.2
16638,这世界人人都在丰富自己简历,10.2
16639,而艺术却被电视台给层层剪辑,10.2
16640,我对这些嘴脸 早就已经自我免疫,10.2
16641,Yo pac和biggie,10.2
16642,在你那里是否已经何解,10.2
16643,我的兄弟何立 在你那里,10.2
16644,听说天堂能满足人一切,10.2
16645,有时我也挺想要早点去世,10.2
16646,可惜我手上正有 一张绝世专辑,10.2
17578,讲得太少的怕自己被出柜 讲多的怕自己被住嘴,10.2
17579,黑幕太悲都是艺人背,10.2
17580,抛开你有钱的父母敢不敢让我们来看看你的真身,10.2
17581,活在这里我落地生根 忍受着强权为何不能够吭声？,10.2
17582,无聊的争论围绕着男人和女人的纷争,10.2
17583,我不懂分寸 刚刚入门不能被承认,10.2
17584,要遁入空门才能够铸成我如今走的这路程,10.2
17585,而有些部门整天瞎扑腾也能够造就富人,10.2
17586,也不过就是些仆人想要上位也得靠熟人,10.2
17587,殊不知道 靠自己最好,10.2
17588,要怪就怪你曾经当我不存在 滚开,10.2
17589,内心不是你能猜 你卖乖去但我卖嗨,10.2
17630,还怀念他的肩膀 却忘了他说要坚强 他做的热汤,10.2
17631,花开花落很正常 也许他并不是混账,10.2
17632,我知道恨得感受 那很难受,10.2
17633,他无法弹奏 因为鲜血沾了满手,10.2
17634,快乐被赶走 像呆滞的玩偶,10.2
18049,受够了亲戚的挤兑,10.2
18050,狗眼看人低的体会,10.2
18688,真相的到来巴掌会扇向虚伪者的脸,10.2
18689,而我抓紧把录音完成赶在天亮之前,10.2
18690,时间最终没将我的灵感夺走,10.2
18874,我没办法和他们一起装模作样,10.2
18875,红着眼等待着成就 计划着下步走向,10.2
18876,我只能一步一步 一字一字,10.2
18877,用踏实当做黑暗中的光,10.2
18878,用歌词来挥动着我的旗帜,10.2
18879,不能怪我把自己给封闭,10.2
19148,想要成魔成佛你为何在原地沉默,10.2
19149,所有人沉默终于导致这个社会爆炸,10.2
19150,所有人刚刚萌芽 的想法 被谋杀,10.2
19151,所有人想要一起铲除虚假 的嘈杂,10.2
19152,这世界就是一场盛大的假面舞会,10.2
19462,我做的说唱 从来不是为了混这圈子,10.2
19463,变幻多样 的套路到处都是骗子,10.2
19464,社会大哥 却不懂得孝悌忠信礼义廉耻,10.2
19465,你拜的关公 文韬武略饱读四书五经,10.2
19466,你只会煽动没文化的小弟问候母亲,10.2
19467,终于认清了只会打字的 GAI,10.2
19485,给我3个punch,10.2
19486,让你们再放肆,10.2
19487,赏你们点面子,10.2
19488,落井下石 背后捅我刀子,10.2
19625,这一生就像是一部假的movie,10.2
19626,在寂寞之中等待枫叶林子全都枯萎,10.2
19627,它都是为了,10.2
19628,那一江清澈见底的春水,10.2
19629,把人性的丑恶都埋没在这凌晨时分的酒杯,10.2
40061,我相信你的一切让它带我离开这里,10.2
40062,虽然这条路上还有他妈数不清的问题,10.2
40063,我知道 内些愤怒早已变成我的力量,10.2
40064,我的灵魂时刻都在准备冲出这个地方,10.2
40065,再次拿起我的麦,10.2
40066,代表着少数派,10.2
40067,诉说着我的生活我的立场我的恨与爱,10.2
40068,落水狗的respect,10.2
40069,所有失去过的东西它们早晚都会回来,10.2
40070,就像你赐给我的,10.2
40071,我早晚都会还你,10.2
45705,他只是一个孩子刚刚开始人生你曾经一样,10.2
45706,过着无忧虑的生活父母对他抱有大大寄托和希望,10.2
45707,相信未来光明怎会怀疑最安全的地方有邪恶力量,10.2
45708,此时此刻周围一片漆黑我只希望能够找到一束光,10.2
45709,偷窥小朋友的无知伤害他善良的心,10.2
45710,伤疤永远在那就算拔了木板上的钉,10.2
