,lyrics,class
5601,当你开始相信友情,3.2
5602,却是酒肉平凑成,3.2
5603,不止为梦还有账单,3.2
5619,冷漠到热情 当我歌曲出现在他微信,3.2
5620,我还记得那时候没有道理会对我回应,3.2
5621,呼吸着尴尬的空气,3.2
5622,仿佛看穿世故人情,3.2
5623,“走不起来的意别”,3.2
5624,所以不用和他同行,3.2
5625,心已经能确定 毕竟没少过阴影,3.2
5626,低着头去BATTLE 冠军我被它吸引,3.2
5627,奖金分给我的妈妈,3.2
5628,满足的躺在沙发,3.2
5629,再一个人又回到房间写着自己东西,3.2
5630,看我办到了吗？想看我绊倒了吧？,3.2
5631,我看的很真所以你们假的真的太假,3.2
5632,我可没空就为了圈子跟着装疯卖傻,3.2
5633,见多了酒肉兄弟只能拜拜不能拜把,3.2
5634,我和他们差太多了 差不多要寒了心,3.2
5635,别说那么多了 到底是谁纸上谈着兵？,3.2
5636,换个方式看 孤独通知单 交际终点站,3.2
5637,一个人的升级之路不少冷眼看,3.2
5924,你的虚情假意映照在 my eye,3.2
5925,我有我的兄弟坐在车上开太快,3.2
29909,哪有那么一定管你什么心情,3.2
29910,恋爱就是疾病打扰我的旅行,3.2
29911,喜忧参半 错的就只能斩断,3.2
29912,某个后半晚 我偶尔也会辗转,3.2
29913,受够了和你互相折磨,3.2
29914,像嚼烂的口香糖,3.2
29915,收获了一场意外车祸反正也没有伤亡,3.2
29916,那就走吧 就走吧 像剪断了的头发,3.2
29917,像梭哈了筹码 却没有高超手法,3.2
29918,怎么可能再赢回来 心你也进不来,3.2
29919,分开后每一首情歌我们都听不来,3.2
29920,再一次踏上旅途带着些许的企图,3.2
29921,不再让心情起伏 不再亮出了心我们同时转身离开 有一次再放逐的心 oh baby,3.2
29922,分开的场景见怪不怪,3.2
29923,结局一句离开其实早已不意外,3.2
29924,不再hustle money 不再看你心情,3.2
29925,我想干嘛就干嘛 不用得到你肯定,3.2
29926,没有什么该不该 不好耍就去九街,3.2
29927,那里的妹妹多得很都排队等到我来,3.2
29928,像霓虹 像阵风 像重庆的天空,3.2
29929,雾都雾太大了根本找不到我行踪,3.2
29930,分开的场景见怪不怪,3.2
29931,结局一句离开其实早已不意外,3.2
39987,如果预知下一秒 只希望我们都好,3.2
39988,保佑所有在心里的,3.2
39989,真正的在心里的,3.2
39990,别让行动再沉睡知道痛的滋味,3.2
39991,自备凶器叫兄弟别喝得太醉,3.2
39992,从地狱到天堂顺道儿爬的内些鬼,3.2
46957,砍断了所有不该有的联系,3.2
46958,看清楚谁是藏在我身边的奸细,3.2
46959,他们的奸计,3.2
46960,依附于所谓的关系,3.2
46961,需要做个了断,3.2
46962,有舍才有得那有什么不好办,3.2
46963,不好看 的也就只是我的脸色,3.2
46964,一直追的不过也就只是声名显赫,3.2
46965,那有什么放不下,3.2
46966,何必一直唱胡话,3.2
46967,过江的泥菩萨还要为别人祈福吗,3.2
46968,为了名利都快疯了才发现是黄粱一梦,3.2
46969,不需要的全都扔了没什么能陪我一生,3.2
46970,如果站在食物链的顶端才算脱离底层,3.2
46971,那有多少人这一辈子都等于白白牺牲,3.2
46972,有舍才有得 他们总是这样说,3.2
46973,都想着给你上一课还教你怎么做,3.2
46974,都说是过来人等着给你答疑解惑,3.2
46975,可这些过来人没有一个 能给我结果,3.2
46976,满嘴的忠孝仁义 都讲得神气,3.2
46977,搞得神秘 就只有他追的方向是真理,3.2
46978,真算了 我选择远离这样的口贩子,3.2
46979,不惯着 把所有的联系全都砍断了,3.2
46980,I've been lost upon my way我迷失了方向,3.2
46981,Tons of things to say有很多事情想说,3.2
46982,Looking for a brighter day我在寻找美好的,3.2
46983,Looking for a brighter day光明的未来,3.2
46984,My mind going insane可我就要疯了,3.2
46985,Need medicine for my brain我的脑子需要药物,3.2
46986,I'm feeling this pain again那种痛苦的感觉又来了,3.2
46987,Keep on going astray一次一次的,3.2
46988,That's why me need to grab my pen and some paper我需要笔和纸,3.2
46989,It's time for me to get it out是时候该拿出来了,3.2
46990,Getting wiser有智慧,3.2
46991,And think about my own future为了自己的未来,3.2
46992,I dedicate this one我把这个,3.2
46993,To all my better and stronger soldiers送给和我一样的战士们,3.2
