,lyrics,class
1014,未来的问题交给我吧,6.1
1015,你们的想法我没法回答,6.1
1016,我已经长大,6.1
1017,小时候 你做过很多的梦吧,6.1
1018,记得稚气未消的自己吗,6.1
1019,记得那些期待吗,6.1
1020,纸上飞翔的那一个个奇妙的梦还在吗,6.1
1021,心潮还澎湃吗,6.1
1022,那个梦想成为的人如今还崇拜吗,6.1
1023,记得老师说想当宇航员的举手,6.1
1024,我第一次畅想遨游太空 要拥抱宇宙,6.1
1025,多少个夜晚抬头 仰望浩瀚的星空,6.1
1026,那是我要去的地方没有尽头,6.1
1027,记得迷上美丽的线条和色彩,6.1
1028,一张张洁白的纸上涂绘的奇奇怪怪,6.1
1029,可爱的公仔 可爱的妖怪 可爱的蓝天碧海,6.1
1030,颜料在可爱的脸蛋上留下大大的一块,6.1
1031,记得第一次碰篮球 用双手去投,6.1
1032,苦练控球 幻想穿上23号红色的公牛,6.1
1033,踩着凳子起跳扣篮 跟隔壁班叫板,6.1
1034,翘课就为了看总决赛的迈克尔乔丹,6.1
1052,是否当年的冲动不再 是否太多无奈,6.1
1053,是否坚持的日子好难捱,6.1
1054,是否还和兄弟唱着那首老男孩,6.1
1055,年近三十 我仍然梦想有机会展示,6.1
1056,我的音乐给全世界 在最大的舞台上鞠躬致谢,6.1
1057,也许来的迟些 也许已过去不知多少个日夜,6.1
1058,但永不放手 这是我梦想的事业,6.1
1059,That's why 当他们说让我放弃 我微笑,6.1
1060,That's why 当他们要对我打击 我祈祷,6.1
1061,命运若要 让人熬 岁月若要 陪人老,6.1
1062,任人说笑 只为心中那蓄势待烧的火苗,6.1
1063,Dun give up on your dream 别放弃,6.1
1064,就算路途遥远被忘记 就算要浪迹,6.1
1065,天涯也值得去闯 那个曾被取笑的年少轻狂,6.1
1066,历经挫折后又再次背上行囊 出发,6.1
1067,幻想数年后海角天涯,6.1
1068,会有多少个城市辗转飞过,6.1
1069,多少个夜无法入睡过,6.1
1070,错过对过 流泪过 敌对过 真心疲惫过,6.1
1071,但从未悔过 因为这个梦我曾经追过,6.1
1647,每个人每个阶段,6.1
1648,遇到的朋友都不间断,6.1
1649,陪你走过最多个年头的,6.1
1650,几个却从未更换,6.1
1651,一年到头东奔西走,6.1
1652,连简单的问候,6.1
1653,都只在过年的群发里头,6.1
1654,好像昨天说要,6.1
1655,要出去出去闯荡,6.1
1656,我锻炼锻炼肩膀,6.1
1657,困难自己能扛,6.1
1658,有什么可怕,6.1
1659,曾经的年少轻狂,6.1
1660,一起飞翔的伙伴,6.1
1661,是谁剪掉了你的翅膀,6.1
1662,现在是快乐还是悲伤,6.1
1663,我怕老了以后,6.1
1664,不管肯定或否定,6.1
1665,干杯后依然能保持清醒,6.1
3690,时间好像一首美丽动人的旋律,6.1
3691,在不知不觉中它已经悄悄过去,6.1
3692,又想起了那些一起玩儿到大的兄弟,6.1
3693,早就已经各奔东西再也没有相聚,6.1
3694,一起抽烟喝酒的记忆从来都没忘记,6.1
3695,当初总说上学以泡妞儿为目的,6.1
3696,回头想想内个时候真是不明道理,6.1
3697,现在却要背负更多的压力,6.1
3698,翻开曾经那些已经泛黄的日记,6.1
3699,记载着一幕幕远离的过去,6.1
3700,当每一次的失败又每一次的站起,6.1
3701,那每一次的失恋还有每一次的忘记,6.1
3702,曾经我们爱过的女孩是否依然还在,6.1
3703,是否还能记得我为你们唱的歌,6.1
3704,长长的马路上,6.1
3705,我们一起奔波从没停止过,6.1
3706,曾有多少人从我们身边悄悄的过去,6.1
3707,多少爱恨和辛酸已磨灭已逝去,6.1
3708,上面记载着那一首首感人的歌曲,6.1
3709,曾经谱写下了一幕幕动人的旋律,6.1
3710,当离开了家走在陌生的路上,6.1
3711,是陌生的眼神还有陌生的地方,6.1
3712,我不停的彷徨不停假装着坚强,6.1
3713,才发现最脆弱的却是男人的胸膛,6.1
3714,当爱情把我重伤当工作把我重创,6.1
3715,当眼泪流过了我的脸庞,6.1
3716,湿润了我的眼眶,6.1
3717,又想起了妈妈说的话,6.1
3718,想要飞翔,6.1
3719,就得一直努力不停的磨练着我的翅膀,6.1
3720,我好想回到曾经那个热闹的小区,6.1
3721,我好想再走一遍那废旧的楼梯,6.1
3722,我好想迈进家门看一看我的家人,6.1
3723,再亲手打扫一遍地板上的灰尘,6.1
3724,那条上学的小路上,6.1
3725,是否还有花儿的芳香鸟儿的歌唱,6.1
3726,突然间就长大了有了结实的臂膀,6.1
3727,同时多了一份责少了一份轻狂,6.1
3728,曾有多少人从我们身边悄悄的过去,6.1
3729,多少爱恨和辛酸已磨灭已逝去,6.1
3730,上面记载着那一首首感人的歌曲,6.1
3731,曾经谱写下了一幕幕动人的旋律,6.1
3732,曾有多少人从我们身边悄悄的过去,6.1
3733,多少爱恨和辛酸已磨灭已逝去,6.1
