,lyrics,class
53,最好的弥补暗地陪在你身边 多花时间,2.1
54,don’t worry第二个保护你的我在床前,2.1
55,don’t worry给我机会才能满足你心愿,2.1
56,don’t worry别把我推倒你世界边缘,2.1
57,不想看到 那个他牵你的手 搭你的肩,2.1
58,我想做你 特别的人 特别的事 特别的他,2.1
59,我想给你 特别的家 特别的花 去特别的pa,2.1
60,说真的你是特别的你 在成都带不走的 也只有你,2.1
310,能够拥有她是我最大的幸运,2.1
311,当一切回到原点,2.1
312,我才开始反省,2.1
313,是不是只有伤痛,2.1
314,才能将自己唤醒,2.1
315,我离他越来越远越来越远,2.1
316,我沿着你我走过的路,2.1
317,一直地走,2.1
318,只是没有你在身边牵我的手,2.1
319,回忆着说过的那些亲密的话,2.1
320,可惜我不是你想要的,2.1
321,那一个他,2.1
322,你说你要去那个很远的地方,2.1
323,那座城市是你心灵的去向,2.1
324,还以为这些是,2.1
325,你跟我开的玩笑,2.1
326,原来我在你心里,2.1
327,并没那么的重要,2.1
328,我还傻傻地去追你远去的车,2.1
329,你离开后我重复,2.1
330,听着你喜欢的歌,2.1
331,或许是为了营造一种,2.1
332,你还在的幻觉,2.1
333,当世界恢复安静,2.1
334,梦也随之幻灭,2.1
335,就这样我学会了自言自语,2.1
336,就这样我终于认识了自己,2.1
337,那本已经翻到,2.1
338,最后一页的日历,2.1
339,就像现在的我,2.1
340,即将燃烧成灰烬,2.1
341,我离他越来越远越来越远,2.1
342,这世界很大我很小,2.1
343,口袋里却装着数不清的问号,2.1
344,生命的过程中有无数的困扰,2.1
345,而我得到的答案却很少很少,2.1
346,这世界很大我很小,2.1
347,口袋里却装着数不清的问号,2.1
348,生命的过程中有无数的困扰,2.1
349,而我得到的答案却很少很少,2.1
350,这城市那么美 你却落下了眼泪,2.1
351,我知道你很累 怪我不懂错与对,2.1
352,逞强的不后悔 回忆全部烧成灰,2.1
353,除非一夜宿醉 不然不会说出sorry,2.1
354,想问你my babe 明天我怎么面对,2.1
355,每一个派对 你曾就在我周围,2.1
356,我喝的太醉 过得一点不ok,2.1
357,讨厌的事你都做所以我什么也不会,2.1
358,确定你不会 走,2.1
359,如果我松开 口,2.1
360,每当夜深人静只有我的时候,2.1
361,我的衣袖 全都湿透,2.1
362,我们的距离变的 那么远,2.1
363,摔破的镜子到底 怎么圆,2.1
364,一个人走在陌生却最熟悉那条街,2.1
365,无助的背影渴望时间过的快一些,2.1
366,回家的路上还是经过哪家便利店,2.1
367,除了你不在我身边其实一切都没变,2.1
368,一群人在夜店五彩灯光下狂欢,2.1
369,一个人格格不入表现的很难堪,2.1
370,朋友再劝 跟她再见 不要再恋,2.1
371,嘴上愉快的答应可是内心却步履蹒跚,2.1
372,其实我承认 根本没反悔的必要,2.1
1630,三分入木我对你的情意,2.1
1631,十分必要自动把客套话屏蔽,2.1
1632,这是一份收获你之后的简单心情明细,2.1
1633,距离满月不知还有多久,2.1
1634,尚未成熟的话总是急于脱口,2.1
1635,一簇桂花酿出我满口的天地长久,2.1
1636,长亭外古道边,2.1
1637,芳草碧连天,2.1
1638,晚风扶柳笛声残,2.1
1639,夕阳山外山,2.1
1640,这是一首埋藏许久的歌,2.1
1641,早写好了,2.1
1642,不管何时翻出来听,2.1
1643,旋律都触动我心,2.1
1644,有时会泪流满面,2.1
1645,牵扯出那些想念,2.1
1646,那些画面仿佛还呈现在眼前,2.1
1775,让你只能为我而专注,2.1
1776,啤酒还要点上几扎,2.1
1777,如果你剩残血我变大乔送你回家,2.1
1778,想当更强的法师控你从头到脚趾,2.1
1779,如果是你,2.1
1780,我的偏执就有了解释,2.1
1781,快到我碗里来,2.1
1782,就现在,2.1
1783,So 快过来,2.1
1784,我想我会悄悄的娇娇的,2.1
1785,像你夜宵后的那根烟能让你飘飘的,2.1
