,lyrics,class
6163,年华似水流年 我坐在路边抽烟,3.0
6164,一晃又一个秋天 有人留下有人走远,3.0
6165,很多好朋友都失联 我昨晚又失眠,3.0
6166,说着不着边际的誓言 都消失在日出之前,3.0
25143,庆幸直到今天我的麦克风还握在手里,3.0
25144,我为自己卖力也为家人和离开的兄弟,3.0
25145,在外拼搏风浪太大难免有些伤痛,3.0
25146,写了一屋子的文字还没被未来相中,3.0
25147,你猜我过的浮躁活的潇洒还是平庸,3.0
25148,你听躁动的地下来我现场查我行踪,3.0
25149,感谢你陪伴我左右还愿意做我听众,3.0
25150,让我能继续幼稚任性对明天能心动,3.0
25151,还没有放下的包袱我决定背着继续走,3.0
25152,撕破瓶颈束缚我的词藻流淌就像匕首,3.0
25153,但如果没有撑我的兄弟挫折多锋利,3.0
25154,除了靠自己还有你们替我挡风遮雨,3.0
25155,让我能乘风破浪,3.0
25156,不再被噩梦惊醒,3.0
25157,像黑暗中希望的光,3.0
25158,抚平不安的内心,3.0
25159,一首恰似陈词滥调我清楚有谁会听,3.0
25160,就算会成为过客我宁做造梦的彗星,3.0
25161,Homie Run with me 当你感到力不从心,3.0
25162,Homie Run with me 继续奔跑穿过丛林,3.0
25163,Homie Run with me 还是最初的壮志雄心,3.0
25164,我早就不在乎汗水和疲惫,3.0
25165,不停奔跑人生没有暂停,3.0
25166,命运握在我的手心,3.0
25167,所以我会更加用心经营,3.0
25168,要感谢兄弟给我鼓励,3.0
25169,我会越过海洋山丘,3.0
25170,握紧拳头继续努力,3.0
25171,不到目的不会善罢甘休,3.0
25172,翱翔到宇宙看着地面,3.0
25173,但下坠更是像是历练,3.0
25174,直到我离开的那一天,3.0
25175,愿这一切值得纪念,3.0
25176,我会诉说给你听,3.0
25177,Homie Run with me 当你感到力不从心,3.0
25178,Homie Run with me 继续奔跑穿过丛林,3.0
25179,Homie Run with me 还是最初的壮志雄心,3.0
25180,每一次举手投足都为了无可挑剔,3.0
25181,放慢了脚步再和时间做个交易,3.0
25182,你耳朵我保护让你更舒服的威力,3.0
25183,享受光彩夺目,3.0
25184,担心我帅的过分,3.0
25185,韵脚患上强迫症,3.0
25186,特殊身份被默认,3.0
25187,撰写每个爱或恨,3.0
25188,这首歌写在炎热的夏天,3.0
25189,抚平你泪痕,3.0
25190,我替你把每一种情绪保存特别备份,3.0
25191,这世界再纷纷扰扰,3.0
25192,我也不再日夜颠倒,3.0
25193,没时间和陌生人争吵我状态非常的好,3.0
25194,我早就跳出这圈套,3.0
25195,不需要再继续煎熬,3.0
25196,更不屑为此去炫耀,3.0
25197,我把天赋和即兴镶嵌到黑白色的键盘,3.0
25198,我渴望成功像呼吸怎么可能会厌烦,3.0
25199,我要让我的人生,3.0
25200,被音乐完美渲染,3.0
25201,在此之前你知道我已进入下个阶段,3.0
25202,越来越多的困扰都不攻自破,3.0
25203,你看的听到的没错是我,3.0
25204,完美的纯粹完美的分贝,3.0
25205,唯一的花魁,3.0
26001,一上桌要先端起杯子才能开始,3.0
26002,咋个都要先搞啊一杯才能动到筷子,3.0
26003,规矩都是要集体搞个三杯,3.0
26004,先是全体端杯 然后随意单飞,3.0
26005,没管你年纪好大 酒都要喊你搞哈,3.0
26006,跟你倒起酒啊你没喝勒都是讨骂,3.0
26007,又讲兄弟我们今天感情走到尽头,3.0
26008,今天我们喝勒是感情又没是应酬,3.0
26009,没管白酒啤酒米酒,3.0
26010,你咋个都搞几口,3.0
26011,没搞勒今天我们咋个都没会放你走,3.0
26012,接到一个一句勒讲起祝福语,3.0
26013,大堆好听勒话又咋个咋个祝福你,3.0
26014,服务员没晓得还讲他们吃饭是有点凶,3.0
26015,吃个饭从五点过 吃到九点钟,3.0
26016,喊你喝 你都别啰嗦,3.0
26017,喊你喝 你都别啰嗦,3.0
26018,进到酒吧门口闯到朋友都喊过来搞杯,3.0
26019,字几个是最好勒兄弟小周小龙小飞,3.0
26020,得点酒啊啊牛皮是真勒好吹,3.0
26021,自个兄弟又是哪个项目老总过来搞杯,3.0
26022,色子卡卡卡卡勒响,3.0
26023,话是啪啪啪啪啪勒讲,3.0
26024,来迟到啊又要着拿一瓶自己国吹,3.0
26025,最少三局两胜一次一个菠萝杯,3.0
26026,半天都没讲话勒人他也是 终于发点言,3.0
26027,不过第一句都是讲兄弟 我们划点拳,3.0
26028,明明啊杯酒没喝硬讲 他是刚刚到,3.0
26029,又讲他喝酒耿直吃饭 都搞小钢炮,3.0
26030,得几瓶酒啊看哪个男勒都没顺眼,3.0
26031,灯光效果看哪个女勒都特别正点,3.0
26032,开心啊还要去下一站,3.0
26033,到啊宵夜摊讲话像吵架 像社会老大,3.0
26034,看他一眼他都想和别个搞架,3.0
26035,别个还讲字几个喝酒德行是太过差,3.0
26036,讲勒句句话勒前面 都要带个妈,3.0
26037,闯到熟人又蹦讲今天和哪个领导吃饭,3.0
26038,谈哪样项目一个月找几十万,3.0
26039,划拳输啊他又赖 又要找朋友来代,3.0
26040,你没和他搞啊他还伸手过来快就快,3.0
26041,该该讲没喝啊 他又拿酒来个人开,3.0
26042,该该累老火啊 他还在阿点个人嗨,3.0
26043,喝差不多都开始 摆道理 讲人生,3.0
26044,说教你 讲当大丈夫要能屈能伸,3.0
26045,看他们都醉酒啊想先走又觉得没好,3.0
26046,哪晓得第二天去问他他全部都记没到,3.0
32069,因为 因为有 因为有你,3.0
32070,我们地心被你连在一起,3.0
32071,不管 你走到 走到哪里,3.0
32072,忘记不了 你对我的情谊,3.0
32073,每次见面你都是跟我们说笑,3.0
32074,为大家付出的辛苦从来不会提到,3.0
32075,谁都知道有困难向你投靠,3.0
32076,一直都在付出从没想过回报,3.0
32077,对朋友关照 却对自己不好,3.0
32078,多少次为了朋友把自己整得潦倒,3.0
32079,你说我小 酒每次替我喝,3.0
32080,自己得了胃病却一直没有说,3.0
32081,还记得嘛 跟我彻夜长谈,3.0
32082,HIPA是怎么伴你度过大学4年,3.0
32083,最初玩HIPA遭到多少白眼,3.0
32084,多少次演出 为了宣传给他们白演,3.0
32085,钱 在你看来真的不重要,3.0
32086,把大家团结在一起才是你的目标,3.0
32087,现在的你确实把它给实现,3.0
32088,可以说没有你就没有我们今天,3.0
32089,因为 因为有 因为有你,3.0
32090,我们地心被你连在一起,3.0
32091,不管 你走到 走到哪里,3.0
32092,忘记不了 你对我的情谊,3.0
32093,别说什么工作了就不能再玩黑怕,3.0
32094,这个据点永远都是你MC和尚的家,3.0
32095,求你了 别再说那些狠心的话,3.0
32096,因为句句都象一把刀在扎,3.0
32097,我知道越是这么说越代表放不下,3.0
32098,因为在过去几年里尝尽了酸甜和苦辣,3.0
32099,为黑怕你不顾一切哪怕是把自己融化,3.0
32100,但真正得到的也许还不如小红花,3.0
32101,因为有你 我才能够踏上黑怕征程,3.0
32102,因为有你 我才能够加入这个联盟,3.0
32103,但是你 已放下曾经告诉我你不在年轻,3.0
32104,祝福你 眼中含着泪的老兵,3.0
32105,如今你已工作 去发挥你的才能,3.0
32106,我不会象个孩子似的阻挡你的前程,3.0
32107,走吧 走吧 为更真实的未来去奋斗吧,3.0
32108,因为 因为有 因为有你,3.0
32109,我们地心被你连在一起,3.0
32110,不管 你走到 走到哪里,3.0
32111,忘记不了 你对我的情谊,3.0
33415,最好的兄弟还在跟前,3.0
33416,有这份幸运,3.0
33417,能听到你酒后的真言,3.0
33418,也许是命运,3.0
33419,把你我放在彼此身边,3.0
33420,突破了禁令,3.0
33421,在这俗世要一步登天,3.0
33422,也曾被人看扁,3.0
33423,说就凭你这幅德性,3.0
33424,我依然保持笑脸,3.0
33425,把所有不快一饮而尽,3.0
33426,那就再顶两口,3.0
33427,不醉不归别想走,3.0
33428,多少次OD的,3.0
33429,我是被你们给抬着走,3.0
33430,被兄弟们给架着,3.0
33431,不管前方有没有路,3.0
33432,说要玩就玩点大的,3.0
33433,我们的梦一起守护,3.0
33434,抽刀断水水更流,3.0
33435,举杯销愁愁更愁,3.0
33436,要是没了这股劲,3.0
33437,未来又怎会有奔头,3.0
33438,就是要量小力大的,3.0
33439,该酝酿大计划了,3.0
33440,失去的也就罢了,3.0
33441,热情能把冰融化的,3.0
33442,干一杯各抒己见,3.0
33443,顶两口再听几遍,3.0
33444,行走江湖的哥们,3.0
33445,感情放心里面,3.0
33446,我说嘿我的哥们就顶俩口,3.0
33447,我们萍水相逢一起顶两口,3.0
33448,一起顶两口,3.0
33449,那就顶两口,3.0
33450,反正都是一口闷,3.0
33451,不怕才来瓶江小白,3.0
33452,哥们都直来直往,3.0
33453,虚情假意的少来,3.0
33454,我说萍水相逢一起顶俩口,3.0
33455,我说爱过的人为她顶两口,3.0
33456,我说举杯消愁能喝几两酒,3.0
