,lyrics,class
552,喔 我们一起看着星空好轻松,14.0
553,车里玩的小游戏你听从像井空,14.0
554,你的购物车我全都清空响叮咚,14.0
555,在京东买丘比特当听众,14.0
556,每天晚安 之前搭配晚餐,14.0
557,你的笑容 灿烂好像会反弹,14.0
558,变得贪婪 找不到你的翻版,14.0
559,全部韩剧 看完再陪你贪玩,14.0
560,这个秘密,14.0
561,不用证明,14.0
562,我比他们都优秀,14.0
563,你仔细听,14.0
564,播放世界,14.0
565,坏情绪全部收走we gotta go,14.0
566,我开我的敞篷车准时找你,14.0
567,可能之前就是因为太过着迷,14.0
568,如果他真的每天能够给你惊喜真的情意我会把你封在我的心底,14.0
569,baby 感情不该被第三者封喉,14.0
570,想牵着你的手,14.0
571,再带你一起走,14.0
572,我希望你懂我给的每个温柔,14.0
573,这个秘密,14.0
574,不用证明,14.0
575,我比他们都优秀,14.0
576,你仔细听,14.0
577,播放世界,14.0
578,坏情绪全部收走we gotta go,14.0
579,你换上制服拿起教鞭丢我粉笔,14.0
580,这感觉so dope 像用了coco,14.0
581,我才不管你是谁的babygirl,14.0
582,这个秘密,14.0
583,不用证明,14.0
584,我比他们都优秀,14.0
585,你仔细听,14.0
586,播放世界,14.0
587,坏情绪全部收走we gotta go,14.0
588,都怪我,14.0
589,丢掉我,14.0
630,How we do? 他们一直后悔,14.0
631,Fresh tape的克林都是dei派对的game,14.0
632,花掉所有的money 带着自己去出游,14.0
633,记录旅途的经过像是牵着你的手,14.0
634,盯着海边的bikini脱掉外套,14.0
635,我把身体藏进沙滩女生拉起警报,14.0
636,跟随着航班起飞降落,14.0
637,到达陌生的城市 its my new life,14.0
638,喜欢用蹩脚的当地语跟原住民打招呼,14.0
639,会买当地的蓝罐头PEPSI 把能量加满,14.0
640,虽然对我 时间紧凑,14.0
641,会把所有人事物记进脑中 用记忆拼凑,14.0
642,带着墨镜去到海边参加世界性bikini show,14.0
643,就算朝我看朝我走来都是我不够主动,14.0
644,oh babe 你都名花有主,14.0
645,如果可以认识你 想带你去吃seafood,14.0
646,要是可以 精油往你身上涂,14.0
647,我是你的坏小孩 做我的玛丽莲梦露,14.0
648,所以请你带着我,14.0
649,带你去靠海的city,14.0
650,真的可以带着我,14.0
651,我想你会一直的陪我,14.0
652,所以请你抱着我,14.0
653,不会迟到带你兜风,14.0
654,真的可以抱着我,14.0
655,我会带你走,14.0
656,早起的温度刚刚好带耳机我抽着烟,14.0
657,在桌上留下小费出门找哪里有便利店,14.0
658,想收集每个地方稀奇的小玩意,14.0
659,想遇到昨天那个女孩有什么好主意,14.0
660,旅行做攻略 不无聊 不熟练,14.0
661,打车下个地点 我飞去你身边,14.0
