,lyrics,class
1288,楼兰舞女 立在大漠红日前,13.0
1289,侧垂高髻 美人红妆色正鲜,13.0
1290,金碧宫殿 怎抵鄯善梦万千,13.0
1291,她的眼泪 融在罗布泊里面,13.0
1292,她身披红纱 她碧眼金发,13.0
1293,两只雁翎发髻插 Wu~美得名闻天下,13.0
1294,公元三百二十六,13.0
1295,红颜命运被战争谬,13.0
1296,兵践楼兰国土秀,13.0
1297,王无奈议和美女送,13.0
1298,楼兰姑娘深得张骏欢心封美人为爱卿,13.0
1299,富丽堂皇宫殿起千金一掷为佳丽,13.0
1300,绿洲之上罗布泊畔百年战事息,13.0
1301,楼兰古国的美女在异乡里哭泣,13.0
1302,胡杨红柳在这片土地上肆意奔放热情地生长,13.0
1303,丝绸之路驼铃声声通往西域和繁华的方向,13.0
1304,人们听见铜钱碰撞的声响来自成群结队的行商,13.0
1305,没人听见楼兰姑娘的故事和她的千古绝唱,13.0
1306,楼兰舞女 立在大漠红日前,13.0
1307,侧垂高髻 美人红妆色正鲜,13.0
1308,金碧宫殿 怎抵鄯善梦万千,13.0
1309,她的眼泪 融在罗布泊里面,13.0
1310,楼兰舞女 沉睡盐泽湖边,13.0
1311,她的秘密 被漫漫黄沙遮掩,13.0
1312,后人好奇 她美丽的容颜,13.0
1313,楼兰绝唱 被埋葬千年,13.0
1314,看街巷纵横 看商铺林立,13.0
1315,美玉琉璃葡萄甜酒不再是楼兰的秘密,13.0
1316,于是好多人长途跋涉,13.0
1317,东方绸丝装上马车西方琥珀里看得见桫椤,13.0
1318,各种奇珍异宝纷纷扰扰地汇集交换,13.0
1319,色彩迷醉异域夕晖令人眼花缭乱,13.0
1320,那从黄沙地下挖掘出的大汉五铢钱,13.0
1321,至今它已经穿越了至少三千八百年,13.0
1322,然而繁华的楼兰古国为何突然销声匿迹,13.0
1323,像美若惊鸿的楼兰美女死因不明就里,13.0
1324,风沙洗劫过无情的岁月再发现之际,13.0
1325,各国探险家已把那些古迹都挖遍,13.0
1326,难道掠走文物加之“保护”就不算侵略,13.0
1327,子孙伐木建屋之举是对生态破坏的诅咒,13.0
1328,人们因自然灾害离开了传奇的绿洲,13.0
1329,誓言背叛曾要世世代代得守护楼兰美后,13.0
1330,楼兰舞女 立在大漠红日前,13.0
1331,侧垂高髻 美人红妆色正鲜,13.0
1332,金碧宫殿 怎抵鄯善梦万千,13.0
1333,她的眼泪 融在罗布泊里面,13.0
1334,楼兰舞女 沉睡盐泽湖边,13.0
1335,她的秘密 被漫漫黄沙遮掩,13.0
1336,后人好奇 她美丽的容颜,13.0
1337,楼兰绝唱 被埋葬千年,13.0
1666,长亭外古道边,13.0
1667,芳草碧连天,13.0
1668,晚风扶柳笛声残,13.0
1669,夕阳山外山,13.0
1670,天之涯地之角,13.0
1671,知交半零落,13.0
1672,一壶浊酒尽余欢,13.0
1703,长亭外古道边,13.0
1704,芳草碧连天,13.0
1705,晚风扶柳笛声残,13.0
1706,夕阳山外山,13.0
1707,天之涯地之角,13.0
1708,知交半零落,13.0
1709,一壶浊酒尽余欢,13.0
1710,今宵别梦寒,13.0
5306,酒醉一盅,13.0
5307,薄雾中刀剑的声,13.0
5308,街道旁还亮着灯,13.0
5309,我会为我自己撑着,13.0
5310,修炼的功,13.0
5311,听着那夜晚的风,13.0
5312,镜子里自己的影子也不知是谁,13.0
5313,听着那窗外的雷,13.0
5314,我只想,13.0
5315,再一次捡起那断了的刀,13.0
5316,那怕已死了几回,13.0
5348,琴声萧瑟 忍者决斗擦肩,13.0
5349,手起刀落 再为你送上花圈,13.0
5350,丑角还想唱花脸 就继续让他演,13.0
5351,留下精华去其糟粕 剩下交给时间快马加鞭,13.0
5352,一面倒的赔率在打庄家脸 实力频段不同兆赫 无法相加减,13.0
5353,都是泥菩萨过河非把自己装成八仙,13.0
5354,一群只会打版盗刻 的丧家犬,13.0
