,lyrics,class
1382,整装待发再赶路 eh,11.0
1383,停止了无尽的反复 eh,11.0
1384,赤裸面对的领悟,11.0
1385,还算及时的醒悟,11.0
1386,放下了残羹冷炙后起身穿过了迷雾,11.0
1387,别在让你对我停止去触碰,11.0
3329,他的房間在最北面 面朝大海,11.0
3330,但是沒有春暖花開,11.0
3331,她的房間在最南端 陽光刺眼,11.0
3332,但是沒有春暖花開,11.0
3333,路過轉角的咖啡店,11.0
3334,想叫停時間 讓舊念倒帶,11.0
3335,去光顧那年再沒回去的唱片店,11.0
3336,貼的海報 一如他們初見,11.0
3567,相信你会陪我到最后风雨同舟,11.0
3568,坚持用力扛起肩上的重担,11.0
3569,夜里灵感在陪伴 像指路的风帆,11.0
3570,尝过失败但别怕  会陪你再起东山,11.0
3571,我说过不会离开因为还没毕露锋芒,11.0
3572,坚挺的胸膛一直以来是前进的证据,11.0
3573,也许你匆忙离开已经不再渴望胜利,11.0
3574,想做到收支平衡 现实却不成正比,11.0
3575,尊重你的每个决定 我不再刨根问底,11.0
3576,谁愿陪我风雨同舟对抗挫败,11.0
3577,揣着梦想不放 乘风破浪漂洋过海,11.0
3578,活在风口浪尖像刀口般的生活,11.0
3579,做着别人不敢做的美国梦生活在中国,11.0
3580,不回头的走  哪怕前方敌众我寡,11.0
3581,在街头摸爬滚打 才是我要的活法,11.0
3582,不在乎百分百付出有几分获得,11.0
3583,像未完待续的使命必定以身作则,11.0
3584,没有人能指引你just go oh ~,11.0
3585,尽情脱离地心引力just go~,11.0
3586,在我的世界已经不用做梦,11.0
3587,再多的言语都不如去行动,11.0
3588,oh my hoe 我们step by step,11.0
3589,尽管前功尽弃一切会白费,11.0
3590,不停工作甚至忘记累不累,11.0
3591,只要你坚信自己做得对,11.0
3592,永远不变的说法我们从未曾拥有,11.0
3593,相信你会陪我到最后风雨同舟,11.0
3594,现实给的巴掌有时候突如其来很痛,11.0
3595,只能强迫自己收起怒火 变得更稳重,11.0
3596,习惯逆境中生存 我必须赚钱养梦,11.0
3597,不想活得不自己生活被物质掌控,11.0
3598,在聚光灯下聆听着音箱里的返送,11.0
3599,感觉整个世界只有这里能留下感动,11.0
3600,要的不止一场梦所以比别人更拼,11.0
3601,失去过的不在乎 因为那都是曾经,11.0
3602,那些离开的前辈致敬你以前流的汗,11.0
3603,我似乎了疲惫 录音到早上六点半,11.0
3604,把握着成败得失 有兄弟们共患难,11.0
3605,这些让我变得强大变得能征惯战,11.0
3606,只想用自己的方式 谱写以后的人生,11.0
3607,彻夜练习的背后  希望美梦能成真,11.0
3608,有用不尽的力量跟命运较劲,11.0
3609,从来都没有离开还在为云南效力,11.0
3610,没有人能指引你just go oh ~,11.0
3611,尽情脱离地心引力just go~,11.0
3612,在我的世界已经不用做梦,11.0
3613,再多的言语都不如去行动,11.0
3614,oh my hoe 我们step by step,11.0
3615,尽管前功尽弃一切会白费,11.0
3616,不停工作甚至忘记累不累,11.0
3617,只要你坚信自己做得对,11.0
3664,你问我知唔知自己喺度做乜,11.0
3665,我净系知道如果我想做就做得,11.0
3666,今时今日仲有边个讲道德,11.0
3667,就算第一次唔成功    So What?,11.0
3668,为什麽自卑,11.0
3669,干麽要后悔 YEAH YEAH,11.0
3670,就算再多挫折我都不认失败,11.0
3671,拜托    不是三岁小孩,11.0
3672,太多    人想看我受害,11.0
3673,帮我    口口声声的说,11.0
3674,到头来结果 还是一场空,11.0
3675,谁说    我不能自己来,11.0
3676,成功    用双手建起来,11.0
3677,掌握    好的机会不多,11.0
3678,这是我的秀 又干麽不做,11.0
3679,为什麽自卑,11.0
3680,干麽要后悔 YEAH YEAH,11.0
3681,就算再多挫折 我都不认失败,11.0
3682,我不会流泪,11.0
3683,没时间后悔 YEAH YEAH,11.0
3684,地上再多血迹 我也得站起来,11.0
3685,同你讲都嘥气    我真系冇咁得闲,11.0
3686,等我好消息    到时你冇得弹,11.0
3687,无谓谂得太多嘥时间,11.0
3688,就算有困难都向前行,11.0
3689,继续向前行 继续向前行,11.0
3805,生命像海浪一样有时高有时低,11.0
3806,你是否告诉自己坚强渡过各种时期,11.0
3807,我从命运的天台放眼却看不到星空,11.0
3808,漆黑的天空压在头顶使我不得轻松,11.0
3809,在我心中 找不到一个安静的角落,11.0
3810,我不能再沈睡下去 良心彷佛在笑我,11.0
3811,老爸他只顾己见 希望之火只见熄灭,11.0
3812,我接起电话是老爸憔悴的声音,11.0
3813,虽没见面却不难想像他当时的神情,11.0
3814,刚听完他最近失业的消息,11.0
3815,脑海里马上浮现祖母的话 警告我一定要争气,11.0
3816,我已经放弃所有哭的理由,11.0
3817,因为我早就习惯冷漠活在无情的现实里头,11.0
3818,人生要如何起头？改变要如何起手？,11.0
3819,当活在泥沼中 要如何才能金盆洗手？,11.0
3820,你可以说我偏执一根筋但我们只要赢,11.0
3821,还给我生命的自由,11.0
3822,赋予我翱翔的天空,11.0
3823,就让我为梦想去战斗,11.0
3824,去看那胜利的彩虹,11.0
3825,赢得最后的光荣,11.0
3826,我的布局就是正在 学着格力,11.0
3827,其实思考者就住在隔壁,11.0
3828,不开门的人永远站在了戈壁,11.0
3829,如果你愿意机会就是握你的手里,11.0
3830,用手中的手机告诉你兄弟,11.0
3831,你最需要的只不过是那确定,11.0
3832,确立自己最需要的那点肯定,11.0
3833,白手起家做起我从东北到了South Side,11.0
3834,我愿做一朵出淤泥而不染的莲花在压迫之中,11.0
3835,仍然能够悄然绽放开花,11.0
3836,我的嘴里镶满金牙所以我吐词成金,11.0
3837,一颗诚心换来今日的背后万马千军,11.0
3838,年轻创新的斗志却被世俗社会无情的击打,11.0
3839,但是仍有一股不屈的力量叫做中国HIP-HOP,11.0
3840,还给我生命的自由,11.0
3841,赋予我翱翔的天空,11.0
3842,就让我为梦想去战斗,11.0
3843,去看那胜利的彩虹,11.0
3844,赢得最后的光荣,11.0
3845,到终点顺路拼我的车,11.0
3846,他们都想要知道谁是满舒克 YJ,11.0
3847,总比hater多几倍的招,11.0
3848,怎么做到别只会问how,11.0
3849,怀才不必怀疑,11.0
3850,不仅只要和你比身高,11.0
3851,听的上瘾我再给你说多一个八,11.0
3852,我们需要 认同你别吝啬多拉上一个他,11.0
3853,我就把说唱当做生命 把音乐当做家,11.0
3854,如果你真的来到FRESHTAPE,11.0
3855,想画面不用咔,11.0
3856,你清楚你的选择谁将带你走向光明,11.0
3857,不同的风格管你MPC还是钢琴,11.0
3858,邀请你也加入变革队伍 敢问你的芳名,11.0
3859,真正的勇士字典里就没有伤停,11.0
3860,so 我会信佛 nigga忏悔你的罪,11.0
3861,告诉我不会再哭装作很酷你不能认输,11.0
3862,hiphop不抛弃你走过的每步,11.0
3863,上当 上谁的当 别再上当,11.0
3864,还给我生命的自由,11.0
3865,赋予我翱翔的天空,11.0
3866,就让我为梦想去战斗,11.0
3867,去看那胜利的彩虹,11.0
3868,赢得最后的光荣,11.0
3869,多少次在泥泞中摔倒,11.0
3870,只有自己站起来,11.0
3871,还能够继续的奔跑,11.0
3872,只听见背后无数人嘲笑,11.0
3873,我还在信仰面前做祷告,11.0
3874,脑海中浮现复活的暗号,11.0
3875,那是心跳随火焰燃烧,11.0
3876,追逐的信仰的直到变成superstar.com,11.0
3877,生存在巅峰或谷底的世界只为着演唱,11.0
3878,当这种精神最后传遍中华的大街小巷,11.0
3879,每个人都能成为世界的英雄,11.0
4181,我很年轻很多弯路还没走过,11.0
4182,有没有忘记发誓要去Hollywood,11.0
4183,如果有唱片公司打扰我,11.0
4184,只能陪你喝茶聊天,11.0
4185,变的商业 ouu,11.0
4186,中国风的 ouu,11.0
4187,你会找不到自己 ouu,11.0
4188,属于我的舞台 i say ouu,11.0
4189,我很年轻很多弯路还没走过,11.0
4190,有没有忘记发誓要去Hollywood,11.0
4191,晓不得 晓不得 晓不得,11.0
4192,多少的努力 你晓不得,11.0
4193,自信和自恋 你晓不得,11.0
4194,得靠你自己 你晓不得,11.0
4195,不懂就别说话 Turn up the radio,11.0
4196,谨此献给这个moment,11.0
4197,不代表哪个战队,11.0
4198,你在电视里面写作业,11.0
4199,属于我的舞台 i say ouu,11.0
4200,我很年轻很多弯路还没走过,11.0
4201,有没有忘记发誓要去Hollywood,11.0
4350,不需要苍白言语,11.0
4351,一字一句拉开间距,11.0
4352,其实都难以言喻,11.0
4353,以怎样的速率前去,11.0
4354,通往你灵魂最深处最蜿蜒的路径,11.0
4355,撕扯着陌生面具,11.0
4356,将所剩的熟悉减去,11.0
4357,扼住咽喉侵入流淌在这瞬息里,11.0
4358,泡沫般的幻象相拥彼此共呼吸,11.0
4359,我们之间的不同,11.0
4360,不是因为外貌,11.0
4361,而是因为我们的记忆,11.0
4362,这些东西只属于我,11.0
4363,也是我独一无二的地方,11.0
4364,可能我身上真的太多的瑕疵,11.0
4365,但是真的无所谓,11.0
4366,我又躺在沙发上面睡着电视搞忘关,11.0
4367,我的回忆需要慢慢体会味道好像烟,11.0
4368,就让往事随风就让它们全部飘上天,11.0
4369,当我打开cd一直在放那些老唱片,11.0
4370,我有时感觉低落有时也会仇恨自己,11.0
4371,我能够凶猛当然我也能够柔情似水,11.0
4372,让我的人生变得刺激就像头文字d,11.0
4373,我经历大起大落现在依然open state,11.0
4374,根本不配太懒惰 我对抗反驳,11.0
4375,你给我一双翅膀就能飞向远处,11.0
4376,被掏空心脏我也依然没啥感觉,11.0
4377,我只想能像钻石一样非常闪烁,11.0
4378,都看似相同但是真的区别多,11.0
4379,和命运有个约会电话已接通,11.0
4380,让上帝做好安排就像机械工,11.0
4381,不只是山珍海味我也喝过西北风,11.0
4382,im perfect 都是因为 im perfect,11.0
4383,我不接受数落 因为im perfect,11.0
4384,让我受尽折磨 因为im perfect,11.0
4385,我独一无二那是因为im perfect,11.0
4386,我在键盘上面打字诉说我的天职,11.0
4387,晚上做的梦白天把他们变成现实,11.0
4388,希望你能懂 不只是看到炫耀钱纸,11.0
4389,而是我们start from button突破阻碍偏执,11.0
4390,但是我的心里有个perfect man,11.0
4391,想要开着飞船全世界去冒险耍的干,11.0
4392,现在我要made you back,11.0
4393,骂我的话很dirty,11.0
4394,但是我从来都不看,11.0
4395,哈,11.0
4396,给我心爱女孩prada money to my mama,11.0
4397,周围的人不幸福你再凶也是假话,11.0
4398,太阳很大summer,11.0
4399,全部为我hands up,11.0
4400,要拿走我们该拿,11.0
4401,hater全都打脸,11.0
4402,用音乐给我寄封信,11.0
4403,成为你我都想要的那种命,11.0
4404,看到我们举个手相信上帝也会follow me,11.0
4405,站在镜子前告诉自己会成为perfect me,11.0
4406,im perfect 都是因为 im perfect,11.0
4407,我不接受数落 因为im perfect,11.0
4408,让我受尽折磨 因为im perfect,11.0
4409,我独一无二那是因为im perfect,11.0
4410,完美的世界一点都不完美,11.0
4411,他在聚光灯下你在欢呼彼此面对,11.0
4412,透过雾的玻璃正在打扰他的视线,11.0
4413,他和你的距离也就在几厘米的之间,11.0
4414,他将自己反锁在了房间你不着急,11.0
4415,他在慢慢学会慢慢明白许多道理,11.0
4416,未来将是属于他的天空等待好戏,11.0
4417,打破人们对他期待打破人们好奇,11.0
4418,路坎坷 绊跤了 怀疑过,11.0
4419,堕落过 杯摔破 放弃吧,11.0
4420,但他说办不到,11.0
4421,不管咋说他在坚持放弃办不到,11.0
4422,他说因为热爱即便路都看不到,11.0
4423,自信专注沈住气的耐心,11.0
4424,飞向天空遨游去看外星,11.0
4425,这是我的一段故事将它写成歌,11.0
4426,二万五千里的长征这才走了好多,11.0
4427,im perfect 都是因为 im perfect,11.0
4428,我不接受数落 因为im perfect,11.0
4429,让我受尽折磨 因为im perfect,11.0
4430,我独一无二那是因为im perfect,11.0
4529,下面有请我的同城好友MC鲜肉,11.0
4530,为大家带来一段走心的节奏,11.0
4531,引爆潜在的热情 燃烧紧绷的神经,11.0
4532,刷一波礼物 斗一盘地主,11.0
4533,今夜我们如家见,11.0
4534,我不是你找的演员,11.0
4535,我是独一无二的我不好意思找错人了抱歉,11.0
4536,不被trap trap 进了trap,11.0
4537,我的片尾曲我自己写我还是戏的导演,11.0
4538,几年以后这个问题将会成为入门者的考点,11.0
4539,我把救命稻草点燃星星之火总有一天可以燎原,11.0
4540,他们总是喜欢问些,11.0
4541,莫名其妙的问题小伙子为啥头发做成泡面,11.0
4542,我有我的路我的hood,11.0
4543,我的父我的母都尊重我你凭啥讨厌,11.0
4544,我的目标只是坚信我自己的信念,11.0
4545,不去在乎外界来的评价褒贬,11.0
4546,看着大江东去浪淘尽,11.0
4547,千古风流人物名单我的名字也在上面,11.0
4548,身边人变了又变 就像住快捷酒店,11.0
4549,网友们还会手贱 我真的精力有限,11.0
4550,没时间牵着狗链指引新人穿针引线,11.0
4551,这是个自由职业圈子就该各抒己见,11.0
7244,上的panda大熊猫,11.0
7245,早上八点去,11.0
7246,每天我身边,11.0
7247,我的快乐都是,11.0
7248,所以我很快乐,11.0
7249,我也没有自豪,11.0
7250,我享受,11.0
7251,对着空调摇头,11.0
7252,我洗澡洗完全,11.0
7253,身都会抹上橄榄油,11.0
7254,但我从不喝酒,11.0
7255,喝酒我会上头,11.0
7256,上头会打乱我,11.0
7257,脑子里排列好的flow,11.0
7258,我想向前走,11.0
7259,理直气壮假装偷偷,11.0
7260,烟灰忘了抖,11.0
7261,趾高气昂满脸羞羞,11.0
7262,是SoSO,11.0
7263,又不是来自非洲,11.0
7264,所以我满脸快乐,11.0
7265,精力充沛精神抖擞,11.0
7266,球鞋搭配装扮,11.0
7267,跟妖艳货相反,11.0
7268,总是低调穿着,11.0
7269,兴趣爱好广泛,11.0
7270,爱吃早中晚餐,11.0
7271,还报名参加,11.0
7272,my homie 赞扬我危险,11.0
7273,懂礼仪,11.0
7274,我打人不打脸,11.0
7275,值得一提,11.0
7276,可能会戳你眼,11.0
7277,友谊第一,11.0
7278,谈和你帮我舔,11.0
7279,我是软在沙发,11.0
7280,上的panda大熊猫,11.0
7281,早上八点去洗脚,11.0
7282,每天我身边随时,11.0
7283,我的快乐都是,11.0
7284,所以我很快乐,11.0
7285,我也没有自豪,11.0
7286,我是软在沙发上,11.0
7287,的panda大熊猫,11.0
7288,早上八点去,11.0
7289,洗脚我要洗全套,11.0
7290,每天我身边随时,11.0
7291,我的快乐都是,11.0
7292,所以我很快乐,11.0
7293,我也没有自豪,11.0
7294,我在上海也有迷妹,11.0
7295,我就是要不,11.0
7296,完你搞不清,11.0
7297,我的价值观符合,11.0
7298,lady为了mulamula,11.0
7299,谁的眼里不是,11.0
7300,塞满钞票,11.0
7301,放话很爽快的,11.0
7302,哥们说是纯洁交友,11.0
7303,一个人在家里high的,11.0
7517,我能保证你整天的心情 perfect,11.0
7518,你的男人只能不停陪你 badtrip,11.0
7519,Wow 还有更多更多本领,11.0
7520,等你按响门铃 wow,11.0
7521,让你感受我的任性,11.0
7522,看心情,11.0
7523,看了看 望远镜,11.0
7524,下座岛屿离我们很近,11.0
7525,听得到 你的 love,11.0
7526,由内而外感到有劲,11.0
7527,太多人都想做海贼王,11.0
7528,宝藏早就被我挖掘,11.0
7529,Ye 躲在乌云密布,11.0
