,lyrics,class
230,活了18年我给无数个人写过歌,1.0
231,I remember 那个年少的我,1.0
232,那些让我爱的恨得赢的输的,1.0
233,和那些让我长大的女孩的青涩,1.0
234,那时候不懂什么叫做爱与被爱,1.0
235,总是得到伤心加上冷漠,1.0
236,我妈教我如何振作所以这,1.0
237,最重要的一首歌 我写给我的妈,1.0
238,她是我心中的茉莉花,1.0
239,我妈生我的时候 肚子上开过刀,1.0
240,强撑着痛苦听到我哭声后才敢晕倒,1.0
241,所有人都围着我但是她却被人冷落,1.0
242,没有人注意到她才是我真正的制造者,1.0
243,一个女人扛着家 千斤担子压着她,1.0
244,我也曾怀疑为什么她会嫁给我爸,1.0
245,我甚至怨过为什么我爸没有骨气,1.0
246,本是男人的使命却丢给我妈所有压力,1.0
247,小时候睡觉前 妈给我讲的童话故事,1.0
248,每一个故事都是给我成长的种子,1.0
249,那时候我搞不懂什么是农夫与蛇,1.0
250,到现在妈是农夫有时候我就是那条蛇,1.0
251,我后悔惹她生气 她对我付出不求回报,1.0
252,18年的细心教导让我能在社会上落脚,1.0
253,这一段歌词是我回报你教我的感恩,1.0
254,我是迷失船只 妈就是黑暗中的一盏灯,1.0
255,面对我的希望 每次我给你的失望,1.0
256,但你希望我不要失望 再一次给我期望,1.0
257,我妈就像个战士 她什么都不怕,1.0
258,但是她会担心我 当我每一次离开家,1.0
259,青春期的我不听劝导 叛逆让我以为我已经长大,1.0
260,后悔让你皱纹变多 让黑发变成白发,1.0
261,我以为自己总是对的 认为你不理解 不懂我,1.0
262,当我发现我错了感谢你还在我的背后,1.0
263,我总是想证明自己所以把事情给夸大,1.0
264,因为所有孩子都想成为大人们的骄傲,1.0
265,人生会有很多挫折 上帝希望你成长,1.0
266,您总会交代我要在失败中去吸取营养,1.0
267,我的梦想尽管付出不一定有回报,1.0
268,但是我想要努力能够把我梦想达到,1.0
269,所以我的妈妈请你不要感到焦躁,1.0
270,我会像所有人证明我是你最大的骄傲,1.0
271,很多的时候我发现自己会迷失方向,1.0
272,感谢你在我不知所措时给与我的光亮,1.0
273,那么家的避风港 再苦再难也温暖,1.0
274,因为我习惯了在您的庇护下去生长,1.0
275,如果我有翅膀的话 妈 我一定带你飞,1.0
276,如果我有梦想的话会不会来陪我追,1.0
277,如果您变老了我会在你身边照顾你,1.0
278,让我陪着你不会感到孤单和不安,1.0
279,旅途中的游子 被遗忘的浪子,1.0
280,赶快回头因为你还有一个家,1.0
281,叛逆的孩子 那能不能回去陪陪他,1.0
282,就算你什么都没有至少你还有一个妈,1.0
283,就算我完成了所有的梦想我也会把我妈带上,1.0
284,因为孩子是原上草 妈就是东升的太阳,1.0
285,就算我完成了梦想我也会把妈带上,1.0
286,因为孩子是原上草 妈就是东升的太阳,1.0
1008,我才发现时间是那么快,1.0
1009,不知不觉我们的角色已经变了换,1.0
1010,无论多少年后我再次回看,1.0
1011,只有这种心情永远无法再变淡,1.0
1012,我多想回家爸爸妈妈,1.0
1013,留多点时间和你们说说话,1.0
1936,记得小时候单车前座那个高大背影,1.0
1937,篮筐装着我的书包还有今晚下酒的花生米,1.0
1938,还不懂什么是安全感但他在一直为我遮风挡雨,1.0
1939,无条件包容我的种种任性,1.0
1940,是他一直让我饱受宠溺,1.0
1941,躲在他身后我可以免受爸妈责怪语气,1.0
1942,偷偷塞给我零用钱让我别亏待自己,1.0
1943,有求必应 直到我长大独自离乡背井,1.0
1944,他的大手和笑容是我最牢靠的守护,1.0
1945,经历磨难那时生命就是最大赌注,1.0
1946,一身傲骨 他从不轻易服输,1.0
1947,艺术家的气质教我如何面对人情世故,1.0
1948,那个早晨 朦胧电话响起耳畔,1.0
1949,那头的眼泪说我们已经天人两岸,1.0
1950,在生命尽头走向解脱留下太多遗憾,1.0
1951,会慢慢开始习惯 谢谢曾有你陪伴,1.0
1952,他们去了哪里,1.0
1953,海的那边还是天际,1.0
1954,无法续写回忆心中总是不断想起,1.0
1955,属于我们的交集此刻定格在原地,1.0
1956,或许他们已经忘却前世记忆,1.0
1957,或许他们已经不再认得往昔,1.0
1958,或许在另个世界他们已有新的言语,1.0
