,lyrics,class
3934,我6点半约他 9点半在家,8.1
3935,10点半的趴 10点15出发,8.1
3936,也不算等很久 顺路再接朋友,8.1
3937,做个成熟的player 绝不空腹喝酒,8.1
3938,他说他现金带多了,8.1
3939,今晚就不用再说了,8.1
3940,我们尽管用力喝,8.1
3941,买单他绝不会拖的,8.1
3942,约个妹子见一面,8.1
3943,车停在便利店,8.1
3944,他喝了2瓶红牛说先给自己充个电,8.1
3945,我们进到了party,8.1
3946,他约的妹子没有在,8.1
3947,他问的第一个问题,8.1
3948,我问他今晚帅不帅,8.1
3949,认识个台湾女生说她说话超级嗲,8.1
3950,说道这里特意展现他备好的信用卡,8.1
3951,这就是我的homie 这就是我的homie,8.1
3952,给你介绍我的homie 这就是我的homie,8.1
3953,我homie 今晚超酷 妞跟她打招呼,8.1
3954,我homie今 晚超酷 他准备好招数,8.1
3955,我homie今晚超酷 不断在抖包袱,8.1
3956,我homie今晚超酷 他准备喝到吐,8.1
3957,party是我家 party party是我家,8.1
3958,他每天partypartypartypartyparty到天亮,8.1
3959,他party从早到晚partyparty在天上,8.1
3960,他说他赚了五百 就敢花一千,8.1
3961,他用力的play 在他的每一天,8.1
3962,时间没到12点他身边已经倒一半,8.1
3963,不可能挂太快这是他养成的好习惯,8.1
3964,他盯着全场的女生就像猎豹盯着兔,8.1
3965,说进入每个节奏要让身体跟着move,8.1
3966,他爱占小丑们的便宜,8.1
3967,但长得好是前提,8.1
3968,他承受不该有的帅气在他的年纪,8.1
3969,他从来不会担心今晚上的节目,8.1
3970,他带走太多妹在每场派对结束,8.1
3971,这就是我的homie 这就是我的homie,8.1
3972,给你 介绍我的homie 这就是我的homie,8.1
3973,我homie今晚超酷 妞跟她打招呼,8.1
3974,我homie今晚超酷 他准备好招数,8.1
3975,我homie今晚超酷 不断在抖包袱,8.1
3976,我homie今晚超酷 他准备喝到吐,8.1
3977,我穿上牛仔裤再套上一件T,8.1
3978,醒的超晚时间就像洛杉矶,8.1
3979,我哥们打我电话问我哪里去,8.1
3980,约他见个面 他住在我隔壁,8.1
3981,先选顶帽子来跟我的手表配色,8.1
3982,坐上我哥们上个月才刚买的车,8.1
3983,我打开音响让他听未发布的歌,8.1
3984,我保持新鲜你就像没气的可乐,8.1
3985,we runing 11点的广州塔,8.1
3986,你可能见过在路上改装的宝马,8.1
3987,我打开微信就有女孩来问我在哪,8.1
3988,我没有备注忘记是coco还是Lina,8.1
3989,我在兴盛路 她在对我放电,8.1
3990,有两个认出我 想跟我拍照片,8.1
3991,她一直靠近我 把我当成靠垫,8.1
3992,都在找插头 找不到的抱怨 哈哈,8.1
3993,很多黑人的三元里,8.1
3994,我住在广州像住在洛杉矶,8.1
3995,年轻且优秀在这里,8.1
3996,我住在广州像住在迈阿密,8.1
3997,我不用先打草稿 也干掉捞佬,8.1
3998,这城市太过烧脑 允许他逃跑,8.1
3999,你要照顾一家老小 把工作找好,8.1
4000,我情况不算糟糕 还没被考倒,8.1
4001,再看看那些钞票 每天在烧掉,8.1
4002,你每天都在操劳 但却不高效,8.1
4003,从海珠开到天河 谁先到先得,8.1
4004,我不用看谁脸色 不跟你牵扯,8.1
4005,看那些高楼大厦压得你无法透气,8.1
4006,我跟我哥们达成共识要出人头地,8.1
4007,他答应他的妈妈在这里必须争气,8.1
4008,把罩子放亮先学做人再学做生意,8.1
4009,我可以每一天都过生日,8.1
4010,在这里被出卖了多少次,8.1
4011,在那个beach买个爱马仕,8.1
4012,很多黑人的三元里,8.1
4013,我住在广州像住在洛杉矶,8.1
4014,年轻且优秀在这里,8.1
4015,我住在广州像住在迈阿密,8.1
4016,特立独行哥们带着傲气,8.1
6274,只敢想 不敢讲 我从来没有过,8.1
6275,胆子大 单枪匹马 是高桥的Dopeboy,8.1
6276,我不怕 敌众我寡 和他们的诱惑,8.1
6277,玩说唱 名人堂 里面一定有我,8.1
6278,你要玩说唱 要起波浪 要经历名利场,8.1
6279,我要玩说唱 进名人堂 在冬天吃冰棒,8.1
6280,都要玩说唱 要有营养 别一玩一个样,8.1
6281,我玩说唱 奋力写 要写进名人堂,8.1
7007,怀揣着肚里的墨水 晒着 技艺,8.1
7008,定义帅的 意义 flow开天 辟地,8.1
7009,依旧态度 犀利 歌词还是 利器,8.1
7010,你的盖世 英雄被我率先 击毙,8.1
7011,听这声音来自共和国的老学校,8.1
7012,还在跟着我的咬文嚼字找诀窍,8.1
7013,基本全部时间都被音乐占据,8.1
7014,从不延误时间经典押韵三句,8.1
7015,看我抛出金币 空中缓慢翻转,8.1
7016,同时抽出雪茄 记者拿出单反,8.1
7017,时代周刊或是本土头版咔咔,8.1
7018,用完早点助理把我油嘴擦擦,8.1
7019,A轮上市融资成功再等B轮发发,8.1
7020,舞池里面搂个黑妞一起跳个恰恰,8.1
7021,对赚钱上了瘾 像是得了病,8.1
7022,病情恶化一秒都不能停看我恍惚神情,8.1
7023,医好我只有包着支票的信,8.1
7024,拼命的拼 再把身体练硬,8.1
7025,头脑保持清醒在循序渐进,8.1
7026,绝不偏心让你先听和我的尖兵,8.1
7027,凌晨出发 起身从不含蓄,8.1
7028,夜晚潜伏当你还在着韩剧,8.1
7029,心灵歌唱 解救如今都市男女,8.1
7030,管你哪条草蛇在把市场盘踞,8.1
7031,表里如一我们当然台前幕后,8.1
7032,我的power来自hater的诅咒,8.1
7033,听这声音来自共和国的老学校,8.1
7034,还在跟着我的咬文嚼字找诀窍,8.1
10848,大大大大奶酪一直给你sing this song,8.1
10849,闹FeEL派对一切都是橘黄色的橘黄色的money,8.1
10850,橘黄色的honey,8.1
10851,劫色博士在场没有女孩会被冷落,8.1
10852,灯光全部都就位别,8.1
10853,只顾摇晃着酒杯,8.1
10854,这种嗨到爆的感觉 是久违不用开车回家 这次不醉就不归,8.1
10855,不用介意血一样的爆表,8.1
10856,护士姐姐在这里 报到,8.1
10857,现在都给我开始躁,8.1
10858,不管来的我还是早,8.1
10859,手机关掉 融入派对 面具摘掉 卸下防备 这里没有谁错谁对,8.1
10860,组织找你谈谈心到醉,8.1
10861,左手拿麦克风右手拿酒杯,8.1
10862,到半夜 激情都未被磨灭,8.1
10863,我用硬朗的声线 却 唱出慵懒的 feel,8.1
10864,轻快的节奏 yeah,8.1
10865,搭配烫口的 flow,8.1
10866,美女喝啤酒 一口一口 绝对不会轻易醉只要你举手,8.1
10867,一首一首 我就不会觉得累you want get hi?,8.1
10868,等到天亮 我们在说good night,8.1
10869,个个都唱普通话,8.1
10870,我就整点方言一堆,8.1
10871,呢个妹子混社会的你以为我会害怕？,8.1
10872,喝酒用瓶吹的伙子才是真的浪漫,8.1
10873,我必须得让他们知道,8.1
10874,生活就像一场hiphop,8.1
10875,享受胜利闹FeEL Cut,8.1
10876,因为他们都只想要我川弟,8.1
10877,Hello Baby 过来喝杯酒,8.1
10878,带你认识我最好的兄弟,8.1
10879,失意时甚至让你头疼,8.1
10880,我要做个强者,8.1
10881,尽管他们所有人都认为我不可能,8.1
10882,全体 人员 报到,8.1
10883,喝酒 抽烟 闹爆,8.1
10884,老师今天不在,8.1
10885,到我家打报告,8.1
10886,我需要,8.1
10887,新鲜的空气我飞太高,8.1
10888,快戴上黑超,8.1
10889,最好的团队 在哪里？,8.1
11724,就能搜到你周围所有的姑娘！,8.1
11725,也可以破坏别人的爱情！,8.1
11726,第三者的梦想即将实现！,8.1
11727,一个无聊的晚上 我躺在床上,8.1
11728,右手用微信搜了一堆姑娘,8.1
11729,我问姑娘能不能语音 姑娘说不行,8.1
11730,明天吧 因为孩子睡了,8.1
11731,孩子睡了?,8.1
11732,第二姑娘名字叫残花,8.1
11733,我想她一定是我要找的败柳,8.1
11734,嘿 姑娘交个朋友,8.1
11735,听没听过我的名字 ”,8.1
11736,微信 看来不能信 微信 看来不能信,8.1
11737,微信 看来不能信 微信 看来不能信,8.1
11738,话说兔子不能吃那窝边草,8.1
11739,我比老宋聪明直接奔西单,8.1
